ts,x,y,z
2025-09-28T04:59:58.326000Z,0.0,0.916,-0.366
2025-09-28T04:59:58.671000Z,-0.183,0.793,-0.427
2025-09-28T04:59:58.982000Z,-0.427,0.671,-0.549
2025-09-28T04:59:59.309000Z,-0.183,0.671,-0.549
2025-09-28T05:00:00.288000Z,-0.427,0.854,-0.488
2025-09-28T05:00:00.728000Z,-0.366,0.916,-0.488
2025-09-28T05:00:01.377000Z,0.122,1.16,-0.305
2025-09-28T05:00:01.703000Z,-0.305,1.16,-0.305
2025-09-28T05:00:02.004000Z,-0.671,0.671,-0.549
2025-09-28T05:00:02.369000Z,-0.061,1.465,-0.183
2025-09-28T05:00:03.167000Z,-0.488,0.854,-0.427
2025-09-28T05:00:03.626000Z,-0.183,1.038,-0.305
2025-09-28T05:00:04.394000Z,-0.427,0.977,-0.366
2025-09-28T05:00:04.720000Z,-0.427,0.732,-0.427
2025-09-28T05:00:05.226000Z,-0.183,0.977,-0.366
2025-09-28T05:00:05.624000Z,0.061,0.549,-0.366
2025-09-28T05:00:06.066000Z,-0.183,0.488,-0.427
2025-09-28T05:00:06.643000Z,-0.366,1.038,-0.61
2025-09-28T05:00:07.055000Z,-0.366,1.038,-0.366
2025-09-28T05:00:07.960000Z,-1.587,1.892,0.0
2025-09-28T05:00:08.357000Z,-0.854,0.122,-0.732
2025-09-28T05:00:08.898000Z,-0.671,2.869,0.916
2025-09-28T05:00:09.222000Z,1.038,-0.427,-0.977
2025-09-28T05:00:09.938000Z,-1.221,2.502,-0.183
2025-09-28T05:00:10.253000Z,-0.977,0.793,-0.549
2025-09-28T05:00:10.959000Z,1.953,-0.061,-0.305
2025-09-28T05:00:11.304000Z,-1.465,-0.122,-1.16
2025-09-28T05:00:11.770000Z,1.343,-1.404,-0.671
2025-09-28T05:00:12.186000Z,-0.854,2.686,0.732
2025-09-28T05:00:12.616000Z,0.183,1.038,-0.366
2025-09-28T05:00:12.999000Z,0.122,1.038,-0.244
2025-09-28T05:00:14.026000Z,-0.122,0.854,-0.488
2025-09-28T05:00:14.346000Z,-0.122,0.61,-0.732
2025-09-28T05:00:14.653000Z,-0.427,0.183,-0.793
2025-09-28T05:00:15.457000Z,0.0,1.282,-0.061
2025-09-28T05:00:15.772000Z,-0.122,0.793,-0.61
2025-09-28T05:00:16.493000Z,-0.061,1.16,-0.244
2025-09-28T05:00:16.849000Z,0.061,1.038,-0.244
2025-09-28T05:00:17.530000Z,-0.305,1.038,-0.366
2025-09-28T05:00:17.842000Z,-0.061,0.793,-0.549
2025-09-28T05:00:18.553000Z,-0.427,0.854,-0.366
2025-09-28T05:00:18.897000Z,-0.61,1.953,-0.244
2025-09-28T05:00:19.443000Z,-0.549,1.038,-0.427
2025-09-28T05:00:19.975000Z,0.366,1.343,-0.122
2025-09-28T05:00:20.403000Z,0.61,1.404,-0.305
2025-09-28T05:00:20.992000Z,-0.671,0.793,-0.488
2025-09-28T05:00:21.395000Z,0.0,-0.366,-0.61
2025-09-28T05:00:21.806000Z,-0.183,1.221,-0.305
2025-09-28T05:00:22.221000Z,0.671,0.977,-0.122
2025-09-28T05:00:22.626000Z,-0.183,0.977,-0.427
2025-09-28T05:00:23.150000Z,-0.305,1.038,-0.366
2025-09-28T05:00:23.576000Z,0.0,0.549,-0.854
2025-09-28T05:00:24.247000Z,1.953,1.16,0.427
2025-09-28T05:00:24.799000Z,1.038,1.892,0.793
2025-09-28T05:00:25.237000Z,-0.183,0.305,-0.549
2025-09-28T05:00:25.852000Z,0.549,1.526,0.305
2025-09-28T05:00:26.406000Z,0.244,0.793,-0.61
2025-09-28T05:00:26.837000Z,-0.061,0.61,-0.61
2025-09-28T05:00:27.237000Z,-0.061,1.221,-0.183
2025-09-28T05:00:27.635000Z,-0.305,0.977,-0.488
2025-09-28T05:00:28.465000Z,-0.305,0.916,-0.427
2025-09-28T05:00:28.880000Z,1.099,2.258,1.099
2025-09-28T05:00:29.285000Z,-0.488,0.305,-0.488
2025-09-28T05:00:29.688000Z,0.0,1.16,-0.244
2025-09-28T05:00:30.656000Z,0.122,1.16,-0.122
2025-09-28T05:00:31.125000Z,-0.122,0.732,-0.427
2025-09-28T05:00:31.447000Z,-0.183,0.977,-0.366
2025-09-28T05:00:32.250000Z,-0.366,0.549,-0.549
2025-09-28T05:00:32.620000Z,-0.183,0.854,-0.366
2025-09-28T05:00:32.933000Z,-0.122,1.77,0.0
2025-09-28T05:00:33.245000Z,-0.61,0.671,-0.61
2025-09-28T05:00:33.845000Z,-0.671,0.488,-0.671
2025-09-28T05:00:34.486000Z,-0.549,0.549,-0.549
2025-09-28T05:00:35.016000Z,-0.183,0.793,-0.488
2025-09-28T05:00:35.439000Z,0.671,0.977,0.305
2025-09-28T05:00:35.857000Z,-1.404,-0.366,-1.099
2025-09-28T05:00:36.248000Z,0.61,2.38,0.488
2025-09-28T05:00:37.063000Z,-0.671,0.427,-0.61
2025-09-28T05:00:37.474000Z,-0.305,0.854,-0.488
2025-09-28T05:00:37.867000Z,-0.061,1.16,-0.183
2025-09-28T05:00:38.293000Z,-0.244,0.549,-0.61
2025-09-28T05:00:38.714000Z,-0.488,1.16,-0.244
2025-09-28T05:00:39.725000Z,-0.916,0.854,-0.488
2025-09-28T05:00:40.040000Z,-0.183,0.793,-0.366
2025-09-28T05:00:40.898000Z,-0.183,0.854,-0.427
2025-09-28T05:00:41.238000Z,-0.305,0.854,-0.366
2025-09-28T05:00:41.622000Z,-0.366,1.099,-0.183
2025-09-28T05:00:41.955000Z,-0.305,0.732,-0.488
2025-09-28T05:00:42.808000Z,-0.183,0.916,-0.366
2025-09-28T05:00:43.155000Z,0.061,1.221,-0.244
2025-09-28T05:00:43.822000Z,-0.732,0.427,-0.61
2025-09-28T05:00:44.147000Z,-0.488,0.793,-0.488
2025-09-28T05:00:44.684000Z,-0.122,0.305,-0.61
2025-09-28T05:00:45.065000Z,0.061,0.854,-0.366
2025-09-28T05:00:45.486000Z,0.0,1.038,-0.305
2025-09-28T05:00:45.838000Z,0.0,0.916,-0.244
2025-09-28T05:00:46.288000Z,-0.549,0.61,-0.61
2025-09-28T05:00:47.357000Z,0.183,1.648,0.244
2025-09-28T05:00:47.682000Z,-1.892,-0.183,-1.221
2025-09-28T05:00:48.032000Z,-1.526,2.258,-0.305
2025-09-28T05:00:48.348000Z,-0.305,0.549,-0.549
2025-09-28T05:00:49.362000Z,-0.305,0.61,-0.549
2025-09-28T05:00:49.688000Z,-0.61,0.732,-0.488
2025-09-28T05:00:50.374000Z,-0.549,0.61,-0.488
2025-09-28T05:00:50.704000Z,-0.183,0.671,-0.549
2025-09-28T05:00:51.398000Z,-0.488,0.488,-0.732
2025-09-28T05:00:51.727000Z,-0.183,0.916,-0.366
2025-09-28T05:00:52.244000Z,-0.549,0.366,-0.61
2025-09-28T05:00:52.724000Z,-0.732,0.488,-0.732
2025-09-28T05:00:53.250000Z,-0.061,0.61,-0.488
2025-09-28T05:00:53.645000Z,-0.183,1.587,-0.061
2025-09-28T05:00:54.073000Z,-0.854,0.671,-0.61
2025-09-28T05:00:54.481000Z,-0.061,1.343,-0.183
2025-09-28T05:00:54.890000Z,-0.183,0.854,-0.244
2025-09-28T05:00:55.921000Z,-0.183,0.916,-0.427
2025-09-28T05:00:56.226000Z,-0.244,0.977,-0.305
2025-09-28T05:00:56.919000Z,0.0,0.671,-0.366
2025-09-28T05:00:57.288000Z,-0.183,0.854,-0.427
2025-09-28T05:00:57.966000Z,0.061,0.732,-0.488
2025-09-28T05:00:58.279000Z,-0.061,1.038,-0.244
2025-09-28T05:00:58.802000Z,-0.671,0.732,-0.488
2025-09-28T05:00:59.182000Z,1.404,0.366,-1.038
2025-09-28T05:00:59.594000Z,-0.549,0.366,-0.427
2025-09-28T05:01:00.004000Z,0.0,0.732,-0.366
2025-09-28T05:01:01.023000Z,-0.732,0.977,-0.366
2025-09-28T05:01:01.378000Z,-0.305,1.282,-0.183
2025-09-28T05:01:01.711000Z,0.061,1.465,-0.366
2025-09-28T05:01:02.465000Z,-0.366,1.343,0.427
2025-09-28T05:01:02.825000Z,0.793,0.366,-0.183
2025-09-28T05:01:03.497000Z,-0.305,1.038,-0.366
2025-09-28T05:01:03.801000Z,-0.183,1.77,-0.244
2025-09-28T05:01:04.502000Z,-0.366,0.793,-0.549
2025-09-28T05:01:04.833000Z,-0.122,0.671,-0.427
2025-09-28T05:01:05.525000Z,-0.122,1.709,-0.671
2025-09-28T05:01:05.890000Z,0.549,0.916,-0.305
2025-09-28T05:01:06.342000Z,-0.183,0.793,-0.549
2025-09-28T05:01:06.768000Z,-0.793,1.77,-0.366
2025-09-28T05:01:07.195000Z,-0.427,0.977,-0.366
2025-09-28T05:01:07.603000Z,-0.488,0.0,-0.61
2025-09-28T05:01:08.400000Z,1.099,1.282,0.061
2025-09-28T05:01:08.804000Z,-0.244,0.854,-0.366
2025-09-28T05:01:09.239000Z,1.709,0.061,-0.305
2025-09-28T05:01:09.744000Z,0.427,0.549,-0.488
2025-09-28T05:01:10.243000Z,1.282,1.587,0.122
2025-09-28T05:01:10.666000Z,0.366,1.465,0.0
2025-09-28T05:01:11.068000Z,3.723,-1.465,0.122
2025-09-28T05:01:12.127000Z,0.244,0.488,-0.549
2025-09-28T05:01:12.450000Z,0.305,1.16,-0.244
2025-09-28T05:01:12.777000Z,0.061,0.977,-0.366
2025-09-28T05:01:13.152000Z,-0.427,0.549,-0.549
2025-09-28T05:01:14.014000Z,0.0,1.099,-0.305
2025-09-28T05:01:14.652000Z,-0.549,1.038,-0.366
2025-09-28T05:01:14.969000Z,0.0,0.549,-0.549
2025-09-28T05:01:15.322000Z,-0.671,0.427,-0.671
2025-09-28T05:01:15.780000Z,-0.854,0.916,-0.671
2025-09-28T05:01:16.183000Z,-0.244,0.793,-0.549
2025-09-28T05:01:16.572000Z,-0.122,1.038,-0.427
2025-09-28T05:01:17.616000Z,-0.061,1.16,-0.305
2025-09-28T05:01:18.007000Z,-0.854,0.854,-0.427
2025-09-28T05:01:18.640000Z,0.061,0.61,-0.488
2025-09-28T05:01:19.010000Z,-0.122,0.793,-0.427
2025-09-28T05:01:19.674000Z,-0.732,0.732,-0.427
2025-09-28T05:01:19.989000Z,-0.793,0.977,-0.427
2025-09-28T05:01:20.565000Z,0.061,0.854,-0.305
2025-09-28T05:01:21.096000Z,-0.183,0.854,-0.549
2025-09-28T05:01:21.506000Z,0.0,0.916,-0.366
2025-09-28T05:01:21.961000Z,-0.61,0.488,-0.61
2025-09-28T05:01:22.320000Z,-0.122,1.099,-0.244
2025-09-28T05:01:22.740000Z,-0.671,0.366,-0.732
2025-09-28T05:01:23.145000Z,-0.305,0.854,-0.366
2025-09-28T05:01:24.249000Z,0.061,1.099,-0.122
2025-09-28T05:01:24.578000Z,-0.671,1.892,0.366
2025-09-28T05:01:24.902000Z,-1.038,1.77,0.427
2025-09-28T05:01:25.287000Z,3.54,4.456,1.038
2025-09-28T05:01:26.213000Z,-2.441,1.587,-0.427
2025-09-28T05:01:26.552000Z,-2.686,1.099,-1.465
2025-09-28T05:01:27.251000Z,-3.296,3.784,1.282
2025-09-28T05:01:27.567000Z,-2.258,1.587,-0.549
2025-09-28T05:01:28.069000Z,0.305,-0.244,-0.671
2025-09-28T05:01:28.468000Z,-0.244,-0.488,-0.305
2025-09-28T05:01:28.900000Z,-1.404,0.549,-0.732
2025-09-28T05:01:29.307000Z,0.0,1.282,-0.244
2025-09-28T05:01:29.724000Z,-0.977,0.732,-0.793
2025-09-28T05:01:30.720000Z,-1.038,0.183,-0.793
2025-09-28T05:01:31.038000Z,-0.549,0.732,-0.488
2025-09-28T05:01:31.761000Z,-0.488,0.793,-0.488
2025-09-28T05:01:32.114000Z,-0.183,1.099,-0.183
2025-09-28T05:01:32.777000Z,0.122,0.854,-0.488
2025-09-28T05:01:33.099000Z,-0.61,0.732,-0.427
2025-09-28T05:01:33.804000Z,-0.793,0.183,-0.488
2025-09-28T05:01:34.114000Z,-0.244,0.916,-0.366
2025-09-28T05:01:34.830000Z,-0.427,0.122,-0.549
2025-09-28T05:01:35.147000Z,-0.427,2.747,0.122
2025-09-28T05:01:35.849000Z,-0.183,1.16,-0.244
2025-09-28T05:01:36.160000Z,-0.122,0.916,-0.305
2025-09-28T05:01:36.885000Z,-0.549,0.488,-0.61
2025-09-28T05:01:37.217000Z,0.488,1.282,-0.244
2025-09-28T05:01:37.675000Z,-0.427,1.099,-0.366
2025-09-28T05:01:38.169000Z,-0.061,1.038,-0.305
2025-09-28T05:01:38.710000Z,-0.366,0.549,-0.549
2025-09-28T05:01:39.106000Z,-0.305,0.793,-0.427
2025-09-28T05:01:39.544000Z,-0.366,0.854,-0.244
2025-09-28T05:01:39.945000Z,-0.61,0.671,-0.427
2025-09-28T05:01:40.349000Z,0.0,0.916,-0.427
2025-09-28T05:01:41.374000Z,0.0,1.038,-0.305
2025-09-28T05:01:41.701000Z,-0.061,1.343,-0.488
2025-09-28T05:01:42.403000Z,-0.305,1.465,-0.122
2025-09-28T05:01:42.719000Z,-0.549,0.732,-0.488
2025-09-28T05:01:43.205000Z,-0.488,0.549,-0.61
2025-09-28T05:01:43.623000Z,-0.305,1.282,-0.183
2025-09-28T05:01:44.076000Z,0.122,0.671,-0.61
2025-09-28T05:01:44.441000Z,-0.305,0.122,-0.671
2025-09-28T05:01:44.856000Z,-0.183,1.16,-0.122
2025-09-28T05:01:45.867000Z,-0.488,1.038,-0.366
2025-09-28T05:01:46.188000Z,-0.183,1.16,-0.366
2025-09-28T05:01:46.902000Z,0.0,0.549,-0.732
2025-09-28T05:01:47.304000Z,-0.244,0.244,-0.61
2025-09-28T05:01:47.933000Z,-0.427,1.282,-0.427
2025-09-28T05:01:48.259000Z,-0.549,0.977,-0.427
2025-09-28T05:01:48.959000Z,-0.61,0.732,-0.366
2025-09-28T05:01:49.270000Z,-0.122,1.038,-0.305
2025-09-28T05:01:49.762000Z,0.305,-1.465,-1.038
2025-09-28T05:01:50.181000Z,-0.305,2.319,0.061
2025-09-28T05:01:50.574000Z,-0.61,0.854,-0.427
2025-09-28T05:01:50.997000Z,-0.061,1.343,-0.183
2025-09-28T05:01:51.808000Z,-0.122,1.282,-0.183
2025-09-28T05:01:52.221000Z,-0.122,1.465,-0.122
2025-09-28T05:01:52.635000Z,0.183,1.282,-0.305
2025-09-28T05:01:53.044000Z,0.0,0.732,-0.427
2025-09-28T05:01:53.455000Z,-0.427,0.732,-0.488
2025-09-28T05:01:54.521000Z,-0.122,0.671,-0.427
2025-09-28T05:01:54.865000Z,-0.793,1.77,0.061
2025-09-28T05:01:55.500000Z,-2.075,0.122,-0.916
2025-09-28T05:01:55.817000Z,-0.427,1.404,0.244
2025-09-28T05:01:56.331000Z,-0.977,0.488,-0.732
2025-09-28T05:01:56.732000Z,0.671,2.625,0.427
2025-09-28T05:01:57.153000Z,-0.61,0.916,-0.305
2025-09-28T05:01:57.550000Z,-0.732,0.61,-0.488
2025-09-28T05:01:57.960000Z,-1.038,0.671,-0.305
2025-09-28T05:01:58.973000Z,-0.549,0.916,-0.427
2025-09-28T05:01:59.340000Z,-0.977,1.831,0.305
2025-09-28T05:02:00.099000Z,-0.061,1.038,-0.549
2025-09-28T05:02:00.460000Z,0.61,1.404,0.305
2025-09-28T05:02:01.061000Z,0.122,-0.549,-1.099
2025-09-28T05:02:01.393000Z,0.305,2.197,0.366
2025-09-28T05:02:02.200000Z,-1.16,0.549,-0.427
2025-09-28T05:02:02.595000Z,-0.061,1.404,-0.061
2025-09-28T05:02:03.028000Z,-0.122,0.61,-0.427
2025-09-28T05:02:03.350000Z,0.0,0.793,-0.671
2025-09-28T05:02:03.791000Z,-0.977,0.61,-0.549
2025-09-28T05:02:05.479000Z,0.671,2.441,1.038
2025-09-28T05:02:05.903000Z,-0.549,3.296,-1.221
2025-09-28T05:02:06.217000Z,-2.502,0.305,-0.793
2025-09-28T05:02:06.518000Z,-0.366,1.221,-0.305
2025-09-28T05:02:06.845000Z,-1.526,-0.122,-0.854
2025-09-28T05:02:07.164000Z,-0.549,0.549,-1.709
2025-09-28T05:02:07.701000Z,1.526,0.671,-1.221
2025-09-28T05:02:08.040000Z,2.258,2.93,0.549
2025-09-28T05:02:08.355000Z,3.662,2.808,0.366
2025-09-28T05:02:08.686000Z,1.465,-3.113,-0.61
2025-09-28T05:02:09.700000Z,-3.174,-0.061,-0.916
2025-09-28T05:02:10.018000Z,0.061,1.221,-0.183
2025-09-28T05:02:10.351000Z,0.0,0.793,-0.366
2025-09-28T05:02:10.965000Z,-0.305,1.221,-0.366
2025-09-28T05:02:11.621000Z,0.061,1.282,-0.305
2025-09-28T05:02:12.133000Z,-0.793,0.427,-0.549
2025-09-28T05:02:12.525000Z,-0.427,0.977,-0.305
2025-09-28T05:02:12.932000Z,-0.366,0.977,-0.366
2025-09-28T05:02:13.382000Z,-0.305,1.404,-0.061
2025-09-28T05:02:13.931000Z,0.122,0.916,-0.305
2025-09-28T05:02:14.363000Z,0.122,0.671,-0.671
2025-09-28T05:02:14.760000Z,-0.732,0.305,-0.488
2025-09-28T05:02:15.154000Z,-0.977,1.404,0.0
2025-09-28T05:02:16.259000Z,-0.122,1.709,0.244
2025-09-28T05:02:16.617000Z,-0.549,0.549,-0.549
2025-09-28T05:02:16.932000Z,-0.244,-0.183,-1.343
2025-09-28T05:02:17.413000Z,0.0,1.16,-0.366
2025-09-28T05:02:17.823000Z,-1.099,0.732,-0.549
2025-09-28T05:02:18.239000Z,-0.549,0.61,-0.549
2025-09-28T05:02:19.280000Z,-0.305,0.793,-0.366
2025-09-28T05:02:19.772000Z,-1.282,0.549,-0.549
2025-09-28T05:02:20.338000Z,-1.038,1.404,-0.061
2025-09-28T05:02:20.736000Z,-0.122,-0.427,-0.854
2025-09-28T05:02:21.060000Z,2.319,2.258,0.305
2025-09-28T05:02:21.384000Z,-0.488,-0.366,-0.793
2025-09-28T05:02:21.741000Z,0.977,0.916,-0.366
2025-09-28T05:02:22.759000Z,0.0,0.671,-0.488
2025-09-28T05:02:23.059000Z,-1.038,0.488,-0.61
2025-09-28T05:02:23.767000Z,-0.183,1.099,-0.061
2025-09-28T05:02:24.088000Z,0.122,1.099,-0.305
2025-09-28T05:02:24.790000Z,-0.366,0.61,-0.61
2025-09-28T05:02:25.100000Z,-0.183,1.099,-0.244
2025-09-28T05:02:25.805000Z,-0.61,0.854,-0.427
2025-09-28T05:02:26.163000Z,-0.61,0.549,-0.61
2025-09-28T05:02:26.834000Z,-0.061,0.977,-0.366
2025-09-28T05:02:27.160000Z,-1.221,0.732,-0.183
2025-09-28T05:02:27.708000Z,0.061,0.977,-0.305
2025-09-28T05:02:28.268000Z,-0.183,0.916,-0.366
2025-09-28T05:02:28.732000Z,-0.488,0.671,-0.549
2025-09-28T05:02:29.393000Z,-0.183,1.526,-0.183
2025-09-28T05:02:29.718000Z,0.122,1.831,-0.244
2025-09-28T05:02:30.058000Z,-1.465,0.122,-0.732
2025-09-28T05:02:30.390000Z,-0.122,0.732,-0.427
2025-09-28T05:02:31.346000Z,0.061,0.977,-0.244
2025-09-28T05:02:31.666000Z,-0.366,1.099,-0.305
2025-09-28T05:02:32.424000Z,-1.282,0.488,-0.488
2025-09-28T05:02:32.745000Z,0.0,1.77,0.183
2025-09-28T05:02:33.067000Z,0.0,1.77,0.061
2025-09-28T05:02:33.685000Z,0.183,0.793,-0.549
2025-09-28T05:02:34.199000Z,0.244,1.099,-0.305
2025-09-28T05:02:34.622000Z,-0.671,0.854,-0.366
2025-09-28T05:02:35.031000Z,-0.122,0.854,-0.366
2025-09-28T05:02:35.423000Z,-0.244,0.549,-0.488
2025-09-28T05:02:36.260000Z,-0.366,0.671,-0.427
2025-09-28T05:02:36.716000Z,-0.488,1.038,-0.122
2025-09-28T05:02:37.082000Z,-0.061,0.977,-0.366
2025-09-28T05:02:37.492000Z,0.061,1.221,-0.244
2025-09-28T05:02:37.893000Z,-0.305,0.916,-0.488
2025-09-28T05:02:38.914000Z,-0.122,0.916,-0.366
2025-09-28T05:02:39.291000Z,-0.061,1.099,-0.183
2025-09-28T05:02:39.986000Z,-0.427,0.427,-0.61
2025-09-28T05:02:40.303000Z,-0.488,0.305,-0.61
2025-09-28T05:02:40.963000Z,-0.793,1.465,-0.122
2025-09-28T05:02:41.316000Z,-0.488,0.488,-0.671
2025-09-28T05:02:42.013000Z,0.0,0.366,-0.549
2025-09-28T05:02:42.342000Z,-0.122,0.916,-0.305
2025-09-28T05:02:43.024000Z,-0.732,1.038,-0.244
2025-09-28T05:02:43.376000Z,-0.427,1.038,-0.366
2025-09-28T05:02:43.824000Z,-0.793,0.671,-0.549
2025-09-28T05:02:44.241000Z,-0.122,4.7,1.221
2025-09-28T05:02:44.665000Z,-3.052,-0.183,-0.854
2025-09-28T05:02:45.061000Z,-0.183,0.0,-0.244
2025-09-28T05:02:45.482000Z,-0.671,1.099,-0.244
2025-09-28T05:02:46.509000Z,-0.671,1.404,-0.244
2025-09-28T05:02:46.850000Z,-0.183,0.488,-0.305
2025-09-28T05:02:47.523000Z,-1.099,-0.732,-1.16
2025-09-28T05:02:47.830000Z,-0.977,0.671,-0.366
2025-09-28T05:02:48.563000Z,-2.93,-0.061,-1.221
2025-09-28T05:02:48.895000Z,-0.61,0.793,-0.305
2025-09-28T05:02:49.577000Z,-1.038,0.61,-0.61
2025-09-28T05:02:50.006000Z,-1.221,1.404,-2.258
2025-09-28T05:02:50.646000Z,-2.197,0.61,-0.61
2025-09-28T05:02:50.962000Z,-0.61,0.916,-0.488
2025-09-28T05:02:51.287000Z,-0.977,0.793,-0.488
2025-09-28T05:02:51.814000Z,-0.61,0.671,-0.549
2025-09-28T05:02:52.223000Z,-3.113,0.671,-1.038
2025-09-28T05:02:52.650000Z,-0.061,1.404,-0.244
2025-09-28T05:02:53.046000Z,0.0,0.916,-0.488
2025-09-28T05:02:54.074000Z,-0.183,0.732,-0.549
2025-09-28T05:02:54.393000Z,-0.366,0.977,-0.366
2025-09-28T05:02:55.115000Z,-0.488,0.793,-0.549
2025-09-28T05:02:55.451000Z,0.671,1.16,-0.183
2025-09-28T05:02:56.114000Z,0.671,1.221,-0.305
2025-09-28T05:02:56.426000Z,-0.488,0.549,-0.549
2025-09-28T05:02:57.150000Z,-0.244,0.977,-0.366
2025-09-28T05:02:57.468000Z,-0.793,0.916,-0.427
2025-09-28T05:02:58.157000Z,-0.732,0.488,-0.549
2025-09-28T05:02:58.480000Z,0.061,1.038,-0.244
2025-09-28T05:02:59.287000Z,0.0,0.427,-0.61
2025-09-28T05:02:59.624000Z,-1.038,0.671,-0.488
2025-09-28T05:02:59.924000Z,-0.977,0.427,-0.671
2025-09-28T05:03:00.231000Z,-0.061,0.977,-0.244
2025-09-28T05:03:01.246000Z,1.038,1.587,-0.244
2025-09-28T05:03:01.569000Z,-0.671,1.099,-0.305
2025-09-28T05:03:01.877000Z,0.977,1.221,-0.183
2025-09-28T05:03:02.668000Z,0.244,0.854,-0.549
2025-09-28T05:03:03.008000Z,0.366,2.075,0.061
2025-09-28T05:03:03.686000Z,-0.488,0.366,-0.61
2025-09-28T05:03:04.015000Z,0.305,1.526,0.0
2025-09-28T05:03:04.765000Z,-0.732,1.038,-0.122
2025-09-28T05:03:05.136000Z,0.183,1.038,-0.244
2025-09-28T05:03:05.792000Z,-0.732,1.282,-0.366
2025-09-28T05:03:06.147000Z,0.671,-3.906,-1.892
2025-09-28T05:03:06.560000Z,2.197,2.625,0.854
2025-09-28T05:03:06.966000Z,-0.183,-0.427,-1.038
2025-09-28T05:03:07.384000Z,-2.075,0.793,-0.427
2025-09-28T05:03:07.900000Z,-0.793,0.732,-0.488
2025-09-28T05:03:08.419000Z,0.61,0.793,-0.488
2025-09-28T05:03:08.808000Z,-1.465,0.427,-0.61
2025-09-28T05:03:09.632000Z,-0.122,0.854,-0.122
2025-09-28T05:03:10.050000Z,0.122,1.282,-0.427
2025-09-28T05:03:10.464000Z,-2.747,1.221,-0.122
2025-09-28T05:03:10.869000Z,0.488,0.305,-0.854
2025-09-28T05:03:11.284000Z,0.671,2.197,0.122
2025-09-28T05:03:12.307000Z,-0.183,1.404,-0.061
2025-09-28T05:03:12.617000Z,-0.427,0.122,-0.732
2025-09-28T05:03:13.385000Z,-0.244,1.709,0.0
2025-09-28T05:03:13.698000Z,-0.183,0.732,-0.427
2025-09-28T05:03:14.022000Z,-0.366,2.014,0.0
2025-09-28T05:03:14.645000Z,0.549,4.7,0.0
2025-09-28T05:03:15.286000Z,-0.244,-0.854,-0.977
2025-09-28T05:03:15.934000Z,-2.502,-0.549,-1.343
2025-09-28T05:03:16.404000Z,2.258,-3.662,0.183
2025-09-28T05:03:16.747000Z,0.244,2.258,0.61
2025-09-28T05:03:17.058000Z,-2.869,-0.549,-1.648
2025-09-28T05:03:17.820000Z,4.089,1.404,-0.732
2025-09-28T05:03:18.167000Z,-0.122,0.793,-1.648
2025-09-28T05:03:18.857000Z,-0.183,0.61,-0.305
2025-09-28T05:03:19.189000Z,-0.977,0.61,-0.549
2025-09-28T05:03:19.874000Z,1.038,0.366,-0.488
2025-09-28T05:03:20.197000Z,1.099,1.038,-0.183
2025-09-28T05:03:21.057000Z,0.122,1.16,-0.183
2025-09-28T05:03:21.378000Z,2.869,0.977,-0.671
2025-09-28T05:03:21.688000Z,-1.953,-0.793,-0.916
2025-09-28T05:03:21.997000Z,1.404,1.77,0.61
2025-09-28T05:03:22.746000Z,-1.343,1.038,-0.488
2025-09-28T05:03:23.149000Z,-0.366,0.732,-0.427
2025-09-28T05:03:23.553000Z,0.0,0.854,-0.305
2025-09-28T05:03:24.097000Z,17.273,8.972,3.113
2025-09-28T05:03:24.605000Z,8.24,9.705,3.296
2025-09-28T05:03:25.012000Z,3.479,2.869,-0.427
2025-09-28T05:03:25.397000Z,0.427,0.427,-0.549
2025-09-28T05:03:26.425000Z,0.183,0.916,-0.427
2025-09-28T05:03:26.811000Z,0.183,0.671,-0.183
2025-09-28T05:03:27.462000Z,0.0,0.977,-0.427
2025-09-28T05:03:27.786000Z,-0.549,1.343,-0.122
2025-09-28T05:03:28.471000Z,-1.831,1.282,-0.732
2025-09-28T05:03:28.796000Z,-0.183,0.61,-0.549
2025-09-28T05:03:29.366000Z,-0.366,1.221,-0.61
2025-09-28T05:03:29.909000Z,1.77,7.324,-6.042
2025-09-28T05:03:30.324000Z,-0.122,0.366,-1.343
2025-09-28T05:03:30.807000Z,-0.427,1.831,-0.122
2025-09-28T05:03:31.340000Z,-2.197,0.244,-0.488
2025-09-28T05:03:31.762000Z,-0.671,0.854,-0.488
2025-09-28T05:03:32.161000Z,-0.366,0.916,-0.183
2025-09-28T05:03:32.570000Z,0.122,0.732,-0.488
2025-09-28T05:03:32.989000Z,-0.427,0.977,-0.305
2025-09-28T05:03:34.034000Z,-1.282,0.366,-0.61
2025-09-28T05:03:34.377000Z,-0.122,1.099,-0.183
2025-09-28T05:03:35.034000Z,-0.488,0.854,-0.488
2025-09-28T05:03:35.368000Z,-1.099,0.244,-0.671
2025-09-28T05:03:36.063000Z,-1.404,2.197,-1.526
2025-09-28T05:03:36.417000Z,-0.244,2.136,-0.061
2025-09-28T05:03:37.132000Z,1.587,1.282,-0.061
2025-09-28T05:03:37.534000Z,1.465,0.427,-0.549
2025-09-28T05:03:38.108000Z,0.61,0.854,-0.427
2025-09-28T05:03:38.418000Z,0.854,0.793,-0.305
2025-09-28T05:03:38.978000Z,0.122,1.038,-0.427
2025-09-28T05:03:39.601000Z,-0.366,0.427,-0.488
2025-09-28T05:03:40.166000Z,0.061,0.793,-0.244
2025-09-28T05:03:40.481000Z,-0.427,1.038,-0.427
2025-09-28T05:03:40.976000Z,0.305,1.16,-0.427
