ts,x,y,z
2025-09-28T05:18:31.840000Z,-0.61,0.793,-0.549
2025-09-28T05:18:31.841000Z,-0.61,0.793,-0.549
2025-09-28T05:18:32.238000Z,-0.549,0.854,-0.366
2025-09-28T05:18:32.647000Z,-0.427,0.854,-0.427
2025-09-28T05:18:32.649000Z,-0.427,0.854,-0.427
2025-09-28T05:18:34.561000Z,-0.122,0.854,-0.366
2025-09-28T05:18:34.910000Z,-0.244,0.854,-0.366
2025-09-28T05:18:35.262000Z,-0.366,0.854,-0.427
2025-09-28T05:18:35.575000Z,-0.305,0.854,-0.366
2025-09-28T05:18:35.582000Z,-0.305,0.854,-0.366
2025-09-28T05:18:35.876000Z,0.244,0.916,-0.366
2025-09-28T05:18:35.892000Z,0.244,0.916,-0.366
2025-09-28T05:18:36.182000Z,-0.793,0.793,-0.916
2025-09-28T05:18:36.225000Z,-0.793,0.793,-0.916
2025-09-28T05:18:36.551000Z,-0.183,0.854,-0.305
2025-09-28T05:18:36.952000Z,-0.427,0.793,-0.427
2025-09-28T05:18:36.954000Z,-0.427,0.793,-0.427
2025-09-28T05:18:37.388000Z,-0.061,0.916,-0.305
2025-09-28T05:18:37.775000Z,-0.366,0.854,-0.427
2025-09-28T05:18:38.594000Z,0.549,0.977,0.244
2025-09-28T05:18:39.052000Z,0.549,0.977,0.0
2025-09-28T05:18:39.624000Z,-0.488,0.793,-0.549
2025-09-28T05:18:40.333000Z,-0.122,0.793,-0.366
2025-09-28T05:18:40.877000Z,-0.427,0.854,-0.488
2025-09-28T05:18:41.322000Z,-0.793,0.793,-0.916
2025-09-28T05:18:41.333000Z,-0.793,0.793,-0.916
2025-09-28T05:18:41.633000Z,0.793,0.854,-0.427
2025-09-28T05:18:41.642000Z,0.793,0.854,-0.427
2025-09-28T05:18:42.350000Z,-0.305,0.793,-0.366
2025-09-28T05:18:42.669000Z,4.456,1.282,0.244
2025-09-28T05:18:43.003000Z,-1.038,0.671,-0.732
2025-09-28T05:18:43.345000Z,0.183,0.793,-0.366
2025-09-28T05:18:43.353000Z,0.183,0.793,-0.366
2025-09-28T05:18:43.825000Z,0.0,0.854,-0.305
2025-09-28T05:18:44.383000Z,2.075,1.099,0.366
2025-09-28T05:18:44.926000Z,-0.488,0.854,-0.427
2025-09-28T05:18:45.503000Z,-0.305,0.854,-0.366
2025-09-28T05:18:45.979000Z,-0.427,0.916,-0.305
2025-09-28T05:18:46.385000Z,0.488,0.916,-0.122
2025-09-28T05:18:46.386000Z,0.488,0.916,-0.122
2025-09-28T05:18:46.777000Z,-0.061,0.854,-0.305
2025-09-28T05:18:47.857000Z,-0.732,0.854,-0.427
2025-09-28T05:18:48.217000Z,-0.183,0.916,-0.244
2025-09-28T05:18:48.536000Z,-0.183,0.854,-0.366
2025-09-28T05:18:48.539000Z,-0.183,0.854,-0.366
2025-09-28T05:18:49.030000Z,-1.099,0.732,-0.671
2025-09-28T05:18:49.031000Z,-1.099,0.732,-0.671
2025-09-28T05:18:49.552000Z,-0.793,0.793,-0.549
2025-09-28T05:18:50.058000Z,0.183,0.916,-0.366
2025-09-28T05:18:50.491000Z,-0.488,0.854,-0.366
2025-09-28T05:18:50.884000Z,-0.366,0.854,-0.366
2025-09-28T05:18:51.276000Z,-0.427,0.854,-0.549
2025-09-28T05:18:51.278000Z,-0.427,0.854,-0.549
2025-09-28T05:18:52.335000Z,-1.099,0.854,-0.305
2025-09-28T05:18:52.687000Z,0.122,0.854,-0.366
2025-09-28T05:18:53.338000Z,-0.244,0.854,-0.427
2025-09-28T05:18:53.653000Z,-0.671,0.854,-0.305
2025-09-28T05:18:53.662000Z,-0.671,0.854,-0.305
2025-09-28T05:18:54.355000Z,-0.183,0.854,-0.427
2025-09-28T05:18:54.357000Z,-0.183,0.854,-0.427
2025-09-28T05:18:54.673000Z,-0.122,0.854,-0.305
2025-09-28T05:18:55.436000Z,-0.366,0.854,-0.427
2025-09-28T05:18:55.891000Z,-0.183,0.854,-0.366
2025-09-28T05:18:55.893000Z,-0.183,0.854,-0.366
2025-09-28T05:18:56.413000Z,-0.061,0.854,-0.366
2025-09-28T05:18:56.415000Z,-0.061,0.854,-0.366
2025-09-28T05:18:56.767000Z,-0.305,0.854,-0.305
2025-09-28T05:18:56.768000Z,-0.305,0.854,-0.305
2025-09-28T05:18:57.453000Z,-1.038,0.793,-0.427
2025-09-28T05:18:57.828000Z,-0.183,0.793,-0.366
2025-09-28T05:18:57.831000Z,-0.183,0.793,-0.366
2025-09-28T05:18:58.271000Z,0.122,0.916,-0.244
2025-09-28T05:18:58.666000Z,-0.61,0.793,-0.549
2025-09-28T05:18:59.076000Z,0.732,0.916,-0.427
2025-09-28T05:18:59.489000Z,0.183,0.916,-0.244
2025-09-28T05:18:59.535000Z,0.183,0.916,-0.244
2025-09-28T05:18:59.888000Z,-1.038,0.793,-0.183
2025-09-28T05:19:00.905000Z,0.366,0.977,-0.183
2025-09-28T05:19:00.908000Z,0.366,0.977,-0.183
2025-09-28T05:19:01.273000Z,-0.061,0.854,-0.549
2025-09-28T05:19:01.290000Z,-0.061,0.854,-0.549
2025-09-28T05:19:01.595000Z,-0.244,0.854,-0.366
2025-09-28T05:19:01.604000Z,-0.244,0.854,-0.366
2025-09-28T05:19:01.999000Z,-0.61,0.793,-0.488
2025-09-28T05:19:02.011000Z,-0.61,0.793,-0.488
2025-09-28T05:19:02.582000Z,-0.732,0.793,-0.61
2025-09-28T05:19:02.971000Z,-0.549,0.793,-0.488
2025-09-28T05:19:03.775000Z,-0.488,0.793,-0.549
2025-09-28T05:19:03.776000Z,-0.488,0.793,-0.549
2025-09-28T05:19:04.185000Z,-2.258,0.671,-0.793
2025-09-28T05:19:04.664000Z,0.0,0.793,-0.305
2025-09-28T05:19:05.077000Z,-0.244,0.916,-0.183
2025-09-28T05:19:05.078000Z,-0.244,0.916,-0.183
2025-09-28T05:19:05.617000Z,0.916,1.038,0.122
2025-09-28T05:19:05.618000Z,0.916,1.038,0.122
2025-09-28T05:19:06.038000Z,-0.549,0.854,-0.122
2025-09-28T05:19:06.538000Z,-0.061,0.793,-0.427
2025-09-28T05:19:06.539000Z,-0.061,0.793,-0.427
2025-09-28T05:19:07.041000Z,2.014,0.854,-0.427
2025-09-28T05:19:07.043000Z,2.014,0.854,-0.427
2025-09-28T05:19:07.464000Z,-0.793,0.793,-0.549
2025-09-28T05:19:07.469000Z,-0.793,0.793,-0.549
2025-09-28T05:19:08.749000Z,-0.183,0.793,-0.366
2025-09-28T05:19:08.750000Z,-0.183,0.793,-0.366
2025-09-28T05:19:09.083000Z,0.183,0.916,-0.122
2025-09-28T05:19:09.091000Z,0.183,0.916,-0.122
2025-09-28T05:19:09.565000Z,-0.244,0.916,-0.488
2025-09-28T05:19:09.881000Z,-1.099,0.671,-0.793
2025-09-28T05:19:09.883000Z,-1.099,0.671,-0.793
2025-09-28T05:19:10.192000Z,0.061,0.916,0.0
2025-09-28T05:19:10.199000Z,0.061,0.916,0.0
2025-09-28T05:19:10.618000Z,-1.16,0.916,-0.244
2025-09-28T05:19:11.148000Z,2.93,1.038,0.427
2025-09-28T05:19:11.560000Z,-0.061,0.793,-0.305
2025-09-28T05:19:11.563000Z,-0.061,0.793,-0.305
2025-09-28T05:19:11.993000Z,-0.061,0.793,-0.305
2025-09-28T05:19:12.987000Z,0.366,0.793,-0.488
2025-09-28T05:19:12.988000Z,0.366,0.793,-0.488
2025-09-28T05:19:13.356000Z,0.122,0.854,-0.366
2025-09-28T05:19:14.016000Z,0.061,0.977,0.061
2025-09-28T05:19:14.021000Z,0.061,0.977,0.061
2025-09-28T05:19:14.535000Z,-0.671,0.854,-0.488
2025-09-28T05:19:15.099000Z,-5.127,0.427,-1.099
2025-09-28T05:19:15.418000Z,0.793,0.977,-0.061
2025-09-28T05:19:15.419000Z,0.793,0.977,-0.061
2025-09-28T05:19:15.737000Z,-1.892,0.671,-1.038
2025-09-28T05:19:15.750000Z,-1.892,0.671,-1.038
2025-09-28T05:19:16.445000Z,0.61,0.854,-0.183
2025-09-28T05:19:16.962000Z,-0.183,0.793,-0.61
2025-09-28T05:19:16.975000Z,-0.183,0.793,-0.61
2025-09-28T05:19:17.455000Z,0.977,0.977,-0.305
2025-09-28T05:19:17.977000Z,-1.038,0.732,-0.732
2025-09-28T05:19:18.619000Z,1.282,0.916,-0.549
2025-09-28T05:19:18.934000Z,0.366,0.916,0.0
2025-09-28T05:19:18.938000Z,0.366,0.916,0.0
2025-09-28T05:19:19.264000Z,-0.366,0.854,-0.427
2025-09-28T05:19:19.273000Z,-0.366,0.854,-0.427
2025-09-28T05:19:19.601000Z,-0.244,0.854,-0.488
2025-09-28T05:19:19.611000Z,-0.244,0.854,-0.488
2025-09-28T05:19:20.649000Z,-0.488,0.854,-0.366
2025-09-28T05:19:21.030000Z,0.732,0.732,-0.122
2025-09-28T05:19:21.345000Z,-0.183,0.854,-0.366
2025-09-28T05:19:21.673000Z,-0.61,0.793,-0.366
2025-09-28T05:19:22.112000Z,-0.427,0.854,-0.427
2025-09-28T05:19:22.614000Z,-0.061,0.854,-0.305
2025-09-28T05:19:24.035000Z,-0.244,0.854,-0.305
2025-09-28T05:19:24.767000Z,-0.305,0.854,-0.366
2025-09-28T05:19:25.175000Z,0.122,0.854,-0.244
2025-09-28T05:19:25.176000Z,0.122,0.854,-0.244
2025-09-28T05:19:25.547000Z,-0.244,0.854,-0.244
2025-09-28T05:19:25.990000Z,-0.061,0.854,-0.427
2025-09-28T05:19:25.991000Z,-0.061,0.854,-0.427
2025-09-28T05:19:26.333000Z,-0.183,0.854,-0.244
2025-09-28T05:19:26.777000Z,-0.549,0.793,-0.366
2025-09-28T05:19:27.093000Z,-0.427,0.854,-0.427
2025-09-28T05:19:27.105000Z,-0.427,0.854,-0.427
2025-09-28T05:19:27.587000Z,-0.305,0.854,-0.305
2025-09-28T05:19:27.902000Z,-0.244,0.854,-0.427
2025-09-28T05:19:27.909000Z,-0.244,0.854,-0.427
2025-09-28T05:19:28.233000Z,-0.305,0.854,-0.366
2025-09-28T05:19:28.250000Z,-0.305,0.854,-0.366
2025-09-28T05:19:29.176000Z,-0.671,0.793,-0.732
2025-09-28T05:19:29.177000Z,-0.671,0.793,-0.732
2025-09-28T05:19:29.500000Z,-0.122,0.854,-0.366
2025-09-28T05:19:29.505000Z,-0.122,0.854,-0.366
2025-09-28T05:19:30.276000Z,-0.061,0.854,-0.244
2025-09-28T05:19:30.614000Z,-0.488,0.854,-0.427
2025-09-28T05:19:30.622000Z,-0.488,0.854,-0.427
2025-09-28T05:19:30.932000Z,0.183,0.854,-0.244
2025-09-28T05:19:30.938000Z,0.183,0.854,-0.244
2025-09-28T05:19:31.244000Z,-0.305,0.854,-0.366
2025-09-28T05:19:31.249000Z,-0.305,0.854,-0.366
2025-09-28T05:19:32.056000Z,-0.488,0.793,-0.488
2025-09-28T05:19:32.057000Z,-0.488,0.793,-0.488
2025-09-28T05:19:32.445000Z,-0.244,0.793,-0.366
2025-09-28T05:19:32.854000Z,-0.305,0.854,-0.366
2025-09-28T05:19:32.857000Z,-0.305,0.854,-0.366
2025-09-28T05:19:33.392000Z,-0.244,0.854,-0.366
2025-09-28T05:19:33.894000Z,-0.305,0.854,-0.366
2025-09-28T05:19:33.901000Z,-0.305,0.854,-0.366
2025-09-28T05:19:34.304000Z,-0.244,0.854,-0.366
2025-09-28T05:19:34.715000Z,-0.244,0.854,-0.366
2025-09-28T05:19:36.610000Z,-0.244,0.793,-0.366
2025-09-28T05:19:36.966000Z,-0.366,0.793,-0.366
2025-09-28T05:19:37.317000Z,-0.183,0.854,-0.305
2025-09-28T05:19:37.626000Z,-0.122,0.854,-0.244
2025-09-28T05:19:37.630000Z,-0.122,0.854,-0.244
2025-09-28T05:19:37.950000Z,-1.221,0.732,-0.671
2025-09-28T05:19:37.969000Z,-1.221,0.732,-0.671
2025-09-28T05:19:38.251000Z,-0.061,0.916,-0.244
2025-09-28T05:19:38.271000Z,-0.061,0.916,-0.244
2025-09-28T05:19:38.592000Z,-0.427,0.854,-0.427
2025-09-28T05:19:38.598000Z,-0.427,0.854,-0.427
2025-09-28T05:19:39.336000Z,-0.183,0.916,-0.244
2025-09-28T05:19:39.847000Z,-0.427,0.854,-0.427
2025-09-28T05:19:40.217000Z,-0.427,0.793,-0.427
2025-09-28T05:19:40.551000Z,0.305,0.916,-0.183
2025-09-28T05:19:40.557000Z,0.305,0.916,-0.183
2025-09-28T05:19:40.860000Z,-0.183,0.854,-0.427
2025-09-28T05:19:40.861000Z,-0.183,0.854,-0.427
2025-09-28T05:19:41.341000Z,-0.61,0.793,-0.488
2025-09-28T05:19:42.345000Z,0.061,0.916,-0.366
2025-09-28T05:19:42.346000Z,0.061,0.916,-0.366
2025-09-28T05:19:42.694000Z,-0.61,0.854,-0.427
2025-09-28T05:19:42.700000Z,-0.61,0.854,-0.427
2025-09-28T05:19:43.025000Z,-0.244,0.854,-0.366
2025-09-28T05:19:43.050000Z,-0.244,0.854,-0.366
2025-09-28T05:19:43.358000Z,-0.366,0.854,-0.366
2025-09-28T05:19:43.362000Z,-0.366,0.854,-0.366
2025-09-28T05:19:44.382000Z,-0.183,0.854,-0.366
2025-09-28T05:19:44.726000Z,-0.244,0.854,-0.366
2025-09-28T05:19:44.728000Z,-0.244,0.854,-0.366
2025-09-28T05:19:46.430000Z,-0.305,0.854,-0.366
2025-09-28T05:19:46.778000Z,-0.183,0.854,-0.366
2025-09-28T05:19:47.099000Z,-0.427,0.854,-0.366
2025-09-28T05:19:47.112000Z,-0.427,0.854,-0.366
2025-09-28T05:19:47.417000Z,-0.488,0.854,-0.366
2025-09-28T05:19:47.419000Z,-0.488,0.854,-0.366
2025-09-28T05:19:47.737000Z,-0.305,0.854,-0.427
2025-09-28T05:19:47.740000Z,-0.305,0.854,-0.427
2025-09-28T05:19:48.066000Z,0.732,0.916,-0.183
2025-09-28T05:19:48.067000Z,0.732,0.916,-0.183
2025-09-28T05:19:48.390000Z,0.305,0.854,-0.244
2025-09-28T05:19:48.407000Z,0.305,0.854,-0.244
2025-09-28T05:19:48.714000Z,1.038,0.977,0.061
2025-09-28T05:19:48.740000Z,1.038,0.977,0.061
2025-09-28T05:19:49.061000Z,-0.122,0.854,-0.305
2025-09-28T05:19:49.509000Z,-0.183,0.854,-0.305
2025-09-28T05:19:49.977000Z,-0.244,0.854,-0.305
2025-09-28T05:19:50.628000Z,0.061,0.854,-0.366
2025-09-28T05:19:51.088000Z,-0.183,0.854,-0.366
2025-09-28T05:19:51.090000Z,-0.183,0.854,-0.366
2025-09-28T05:19:51.497000Z,-0.366,0.854,-0.366
2025-09-28T05:19:51.961000Z,-0.305,0.854,-0.427
2025-09-28T05:19:53.332000Z,-0.122,0.854,-0.305
2025-09-28T05:19:53.814000Z,-0.244,0.854,-0.305
2025-09-28T05:19:54.136000Z,-0.305,0.854,-0.305
2025-09-28T05:19:54.139000Z,-0.305,0.854,-0.305
2025-09-28T05:19:54.521000Z,-0.183,0.916,-0.305
2025-09-28T05:19:54.981000Z,-0.305,0.854,-0.366
2025-09-28T05:19:55.291000Z,-0.305,0.854,-0.366
2025-09-28T05:19:55.304000Z,-0.305,0.854,-0.366
2025-09-28T05:19:55.807000Z,-0.244,0.854,-0.366
2025-09-28T05:19:55.828000Z,-0.244,0.854,-0.366
2025-09-28T05:19:56.216000Z,-0.244,0.854,-0.366
2025-09-28T05:19:56.670000Z,-0.549,0.854,-0.488
2025-09-28T05:19:56.671000Z,-0.549,0.854,-0.488
2025-09-28T05:19:57.186000Z,0.0,0.793,-0.427
2025-09-28T05:19:57.754000Z,-0.427,0.854,-0.305
2025-09-28T05:19:58.081000Z,-0.122,0.732,-0.244
2025-09-28T05:19:58.100000Z,-0.122,0.732,-0.244
2025-09-28T05:19:58.528000Z,-0.732,0.793,-0.427
2025-09-28T05:19:59.084000Z,-0.122,0.854,-0.183
2025-09-28T05:19:59.539000Z,-1.282,0.916,0.061
2025-09-28T05:20:00.111000Z,-1.648,0.671,-0.732
2025-09-28T05:20:00.686000Z,0.0,0.793,-0.427
2025-09-28T05:20:01.200000Z,-2.136,0.61,-0.854
2025-09-28T05:20:02.010000Z,-0.122,0.854,-0.244
2025-09-28T05:20:02.014000Z,-0.122,0.854,-0.244
2025-09-28T05:20:02.508000Z,0.488,0.977,0.0
2025-09-28T05:20:02.509000Z,0.488,0.977,0.0
2025-09-28T05:20:02.969000Z,1.038,1.16,0.854
2025-09-28T05:20:03.379000Z,-0.977,0.854,-0.122
2025-09-28T05:20:03.789000Z,-1.77,0.793,-0.549
2025-09-28T05:20:03.802000Z,-1.77,0.793,-0.549
2025-09-28T05:20:04.476000Z,-0.183,0.793,-0.427
2025-09-28T05:20:04.867000Z,0.793,1.16,0.977
2025-09-28T05:20:05.184000Z,-1.16,0.671,-0.916
2025-09-28T05:20:05.190000Z,-1.16,0.671,-0.916
2025-09-28T05:20:05.531000Z,-0.671,0.732,-0.732
2025-09-28T05:20:05.538000Z,-0.671,0.732,-0.732
2025-09-28T05:20:06.136000Z,0.183,0.916,-0.305
2025-09-28T05:20:06.655000Z,-0.549,0.793,-0.488
2025-09-28T05:20:06.656000Z,-0.549,0.793,-0.488
2025-09-28T05:20:07.062000Z,-1.221,0.854,-0.305
2025-09-28T05:20:07.068000Z,-1.221,0.854,-0.305
2025-09-28T05:20:08.080000Z,-0.183,0.916,-0.122
2025-09-28T05:20:08.082000Z,-0.183,0.916,-0.122
2025-09-28T05:20:08.410000Z,-4.211,4.456,-3.784
2025-09-28T05:20:08.915000Z,-2.747,0.854,-0.183
2025-09-28T05:20:08.917000Z,-2.747,0.854,-0.183
2025-09-28T05:20:09.308000Z,2.441,0.977,0.305
2025-09-28T05:20:09.311000Z,2.441,0.977,0.305
2025-09-28T05:20:09.722000Z,4.578,0.793,0.427
2025-09-28T05:20:09.725000Z,4.578,0.793,0.427
2025-09-28T05:20:10.145000Z,15.198,0.0,-4.211
2025-09-28T05:20:10.543000Z,9.583,2.136,3.723
2025-09-28T05:20:10.544000Z,9.583,2.136,3.723
2025-09-28T05:20:11.564000Z,-5.554,0.305,-1.099
2025-09-28T05:20:11.884000Z,0.916,0.488,-0.793
2025-09-28T05:20:11.887000Z,0.916,0.488,-0.793
2025-09-28T05:20:12.583000Z,-2.686,0.732,-0.916
2025-09-28T05:20:12.584000Z,-2.686,0.732,-0.916
2025-09-28T05:20:12.909000Z,-2.136,0.732,-1.648
2025-09-28T05:20:12.911000Z,-2.136,0.732,-1.648
2025-09-28T05:20:13.610000Z,2.197,1.404,2.136
2025-09-28T05:20:14.072000Z,-1.526,0.61,-1.465
2025-09-28T05:20:14.639000Z,-0.854,0.549,-1.099
2025-09-28T05:20:14.642000Z,-0.854,0.549,-1.099
2025-09-28T05:20:15.127000Z,1.221,1.038,0.305
2025-09-28T05:20:15.824000Z,0.549,0.977,0.0
2025-09-28T05:20:16.172000Z,2.441,0.61,-0.854
2025-09-28T05:20:16.499000Z,-1.221,1.099,-0.244
2025-09-28T05:20:16.837000Z,4.761,1.526,1.648
2025-09-28T05:20:16.847000Z,4.761,1.526,1.648
2025-09-28T05:20:17.183000Z,0.977,-3.601,-2.625
2025-09-28T05:20:17.708000Z,-1.953,1.465,0.488
2025-09-28T05:20:18.118000Z,1.038,0.793,-0.549
2025-09-28T05:20:19.252000Z,-6.714,0.793,1.404
2025-09-28T05:20:19.253000Z,-6.714,0.793,1.404
2025-09-28T05:20:19.587000Z,-12.512,-0.732,-8.606
2025-09-28T05:20:19.920000Z,0.549,0.244,-0.427
2025-09-28T05:20:19.944000Z,0.549,0.244,-0.427
2025-09-28T05:20:20.232000Z,-2.136,0.305,-2.686
2025-09-28T05:20:20.280000Z,-2.136,0.305,-2.686
2025-09-28T05:20:21.195000Z,9.888,1.953,2.441
2025-09-28T05:20:21.525000Z,-10.193,-6.836,2.502
2025-09-28T05:20:21.547000Z,-10.193,-6.836,2.502
2025-09-28T05:20:22.236000Z,7.141,2.502,-4.395
2025-09-28T05:20:22.618000Z,-4.578,0.427,-3.723
2025-09-28T05:20:23.246000Z,0.366,0.916,-0.244
2025-09-28T05:20:23.247000Z,0.366,0.916,-0.244
2025-09-28T05:20:23.570000Z,-1.343,0.61,-0.977
2025-09-28T05:20:23.572000Z,-1.343,0.61,-0.977
2025-09-28T05:20:24.067000Z,5.31,1.282,0.61
2025-09-28T05:20:24.462000Z,-1.587,0.427,-1.404
2025-09-28T05:20:24.471000Z,-1.587,0.427,-1.404
2025-09-28T05:20:24.886000Z,-4.639,1.221,0.427
2025-09-28T05:20:25.297000Z,0.305,0.793,-0.427
2025-09-28T05:20:25.301000Z,0.305,0.793,-0.427
2025-09-28T05:20:25.694000Z,-2.93,0.61,-0.793
2025-09-28T05:20:25.703000Z,-2.93,0.61,-0.793
2025-09-28T05:20:26.811000Z,1.343,0.916,-0.488
2025-09-28T05:20:27.181000Z,1.099,1.099,-0.183
2025-09-28T05:20:27.183000Z,1.099,1.099,-0.183
2025-09-28T05:20:28.112000Z,-0.916,0.793,-0.549
2025-09-28T05:20:28.425000Z,-1.038,0.793,-0.488
2025-09-28T05:20:28.426000Z,-1.038,0.793,-0.488
2025-09-28T05:20:28.855000Z,-0.488,0.854,-0.366
2025-09-28T05:20:29.190000Z,0.549,0.916,-0.183
2025-09-28T05:20:29.203000Z,0.549,0.916,-0.183
2025-09-28T05:20:29.537000Z,3.296,0.916,-0.122
2025-09-28T05:20:29.539000Z,3.296,0.916,-0.122
2025-09-28T05:20:29.860000Z,-2.258,0.61,-0.793
2025-09-28T05:20:29.867000Z,-2.258,0.61,-0.793
2025-09-28T05:20:30.769000Z,0.183,0.793,-0.366
2025-09-28T05:20:31.247000Z,-0.366,0.916,-0.366
2025-09-28T05:20:31.602000Z,-0.793,0.916,-0.366
2025-09-28T05:20:31.946000Z,-0.61,0.854,-0.732
2025-09-28T05:20:32.261000Z,0.488,0.916,-0.183
2025-09-28T05:20:32.266000Z,0.488,0.916,-0.183
2025-09-28T05:20:33.339000Z,-3.418,0.427,-1.282
2025-09-28T05:20:33.663000Z,0.732,0.977,-0.122
2025-09-28T05:20:33.667000Z,0.732,0.977,-0.122
2025-09-28T05:20:33.993000Z,2.38,1.16,0.488
2025-09-28T05:20:34.040000Z,2.38,1.16,0.488
2025-09-28T05:20:34.327000Z,1.831,1.16,0.427
2025-09-28T05:20:34.375000Z,1.831,1.16,0.427
2025-09-28T05:20:35.377000Z,1.587,0.854,-0.244
2025-09-28T05:20:35.378000Z,1.587,0.854,-0.244
2025-09-28T05:20:35.745000Z,-0.244,1.099,0.427
2025-09-28T05:20:36.060000Z,0.305,0.854,-0.427
2025-09-28T05:20:36.068000Z,0.305,0.854,-0.427
2025-09-28T05:20:36.547000Z,0.122,0.793,-0.244
2025-09-28T05:20:36.548000Z,0.122,0.793,-0.244
2025-09-28T05:20:37.010000Z,-0.854,0.793,-0.732
2025-09-28T05:20:37.379000Z,-1.16,0.854,-0.732
2025-09-28T05:20:37.385000Z,-1.16,0.854,-0.732
2025-09-28T05:20:38.197000Z,-3.174,0.549,-1.099
2025-09-28T05:20:38.592000Z,-0.427,0.916,-0.183
2025-09-28T05:20:38.593000Z,-0.427,0.916,-0.183
2025-09-28T05:20:39.027000Z,-0.671,0.854,-0.366
2025-09-28T05:20:39.418000Z,-0.122,0.854,-0.427
2025-09-28T05:20:40.033000Z,0.0,0.916,-0.244
2025-09-28T05:20:40.034000Z,0.0,0.916,-0.244
2025-09-28T05:20:40.461000Z,0.183,0.916,-0.183
2025-09-28T05:20:40.855000Z,0.061,0.916,-0.305
2025-09-28T05:20:41.893000Z,0.061,0.916,-0.244
2025-09-28T05:20:42.231000Z,-0.061,0.854,-0.305
2025-09-28T05:20:42.910000Z,-0.427,0.854,-0.366
2025-09-28T05:20:43.262000Z,-0.549,0.732,-0.549
2025-09-28T05:20:43.269000Z,-0.549,0.732,-0.549
2025-09-28T05:20:43.926000Z,-0.305,0.854,-0.366
2025-09-28T05:20:44.255000Z,0.671,0.916,-0.305
2025-09-28T05:20:44.944000Z,0.427,0.854,0.0
2025-09-28T05:20:45.259000Z,-0.549,0.793,-0.488
2025-09-28T05:20:45.268000Z,-0.549,0.793,-0.488
2025-09-28T05:20:45.822000Z,0.061,0.854,-0.366
2025-09-28T05:20:46.455000Z,-0.244,0.916,-0.305
2025-09-28T05:20:47.005000Z,-0.244,0.854,-0.244
2025-09-28T05:20:47.006000Z,-0.244,0.854,-0.244
2025-09-28T05:20:47.310000Z,-0.916,0.671,-0.793
2025-09-28T05:20:47.316000Z,-0.916,0.671,-0.793
2025-09-28T05:20:47.926000Z,-0.122,0.854,-0.244
2025-09-28T05:20:48.245000Z,-0.61,0.854,-0.427
2025-09-28T05:20:48.246000Z,-0.61,0.854,-0.427
2025-09-28T05:20:48.585000Z,-0.244,0.854,-0.427
2025-09-28T05:20:49.098000Z,-0.427,0.854,-0.305
2025-09-28T05:20:49.102000Z,-0.427,0.854,-0.305
2025-09-28T05:20:49.667000Z,-0.244,0.854,-0.305
2025-09-28T05:20:49.669000Z,-0.244,0.854,-0.305
2025-09-28T05:20:50.247000Z,-0.854,0.854,-0.305
2025-09-28T05:20:50.690000Z,-1.099,0.732,-0.488
2025-09-28T05:20:51.145000Z,0.366,1.038,0.061
2025-09-28T05:20:51.146000Z,0.366,1.038,0.061
2025-09-28T05:20:51.765000Z,0.977,0.977,0.244
2025-09-28T05:20:52.347000Z,0.183,0.854,-0.427
2025-09-28T05:20:52.734000Z,0.549,0.854,-0.305
2025-09-28T05:20:52.735000Z,0.549,0.854,-0.305
2025-09-28T05:20:53.173000Z,0.671,0.916,-0.183
2025-09-28T05:20:53.175000Z,0.671,0.916,-0.183
2025-09-28T05:20:53.569000Z,-0.366,0.854,-0.366
2025-09-28T05:20:54.377000Z,-1.343,0.732,-0.61
2025-09-28T05:20:54.800000Z,0.061,0.916,-0.305
2025-09-28T05:20:55.184000Z,-0.183,0.854,-0.183
2025-09-28T05:20:55.186000Z,-0.183,0.854,-0.183
2025-09-28T05:20:55.603000Z,-1.038,0.793,-0.732
2025-09-28T05:20:56.004000Z,-1.465,0.61,-1.038
2025-09-28T05:20:56.005000Z,-1.465,0.61,-1.038
2025-09-28T05:20:57.302000Z,-0.061,0.916,-0.366
2025-09-28T05:20:57.638000Z,0.793,0.916,-0.427
2025-09-28T05:20:57.973000Z,0.671,1.099,0.0
2025-09-28T05:20:58.474000Z,-0.61,0.854,-0.366
2025-09-28T05:20:58.476000Z,-0.61,0.854,-0.366
2025-09-28T05:20:58.975000Z,-0.671,0.793,-0.977
2025-09-28T05:20:59.493000Z,0.366,1.038,0.122
2025-09-28T05:20:59.494000Z,0.366,1.038,0.122
2025-09-28T05:20:59.907000Z,1.77,1.16,0.183
2025-09-28T05:21:00.424000Z,-1.77,0.671,-0.732
2025-09-28T05:21:01.014000Z,-0.305,0.916,-0.305
2025-09-28T05:21:01.536000Z,1.648,0.793,-0.488
2025-09-28T05:21:01.850000Z,-1.831,0.671,-0.732
2025-09-28T05:21:01.857000Z,-1.831,0.671,-0.732
2025-09-28T05:21:02.614000Z,-0.671,0.671,-0.854
2025-09-28T05:21:02.615000Z,-0.671,0.671,-0.854
2025-09-28T05:21:03.095000Z,0.793,0.916,-0.305
2025-09-28T05:21:03.638000Z,1.099,1.16,0.183
2025-09-28T05:21:04.057000Z,1.343,1.282,0.549
2025-09-28T05:21:04.058000Z,1.343,1.282,0.549
2025-09-28T05:21:04.383000Z,0.244,0.793,-0.427
2025-09-28T05:21:04.384000Z,0.244,0.793,-0.427
2025-09-28T05:21:04.863000Z,-1.465,0.732,-0.488
2025-09-28T05:21:05.656000Z,1.587,1.16,0.061
