timestamp,x,y,z
2025-09-19T18:16:47.396,0.1173158809542656,0.2561795711517334,9.655815124511719
2025-09-19T18:16:50.444,0.10055647045373917,0.24420857429504395,9.636661529541016
2025-09-19T18:16:53.489,0.12689268589019775,0.31364041566848755,9.658209800720215
2025-09-19T18:16:56.537,0.08858546614646912,0.2849099934101105,9.672574996948242
2025-09-19T18:17:00.592,0.1173158809542656,0.2801215946674347,9.639056205749512
2025-09-19T18:17:03.626,0.09816227108240128,0.2753331959247589,9.646238327026367
2025-09-19T18:17:07.679,0.0933738648891449,0.2992752194404602,9.57201862335205
2025-09-19T18:17:10.719,0.1388636976480484,0.26096799969673157,9.66299819946289
2025-09-19T18:17:13.745,0.10534487664699554,0.2753331959247589,9.619902610778809
2025-09-19T18:17:16.732,0.12928688526153564,0.27054479718208313,9.651026725769043
2025-09-19T18:17:19.782,0.07422025501728058,0.2849099934101105,9.627084732055664
2025-09-19T18:17:22.831,0.05985504388809204,0.31364041566848755,9.684545516967773
2025-09-19T18:17:25.881,0.29209262132644653,0.2059013396501541,9.787496566772461
2025-09-19T18:17:28.931,0.10534487664699554,0.3471592366695404,9.478644371032715
2025-09-19T18:17:32.983,0.033518824726343155,0.3064578175544739,9.706093788146973
