sample,timestamp,gyro_x,gyro_y,gyro_z
22000,2025-09-16T15:06:33.895,-0.37,0.79,-0.37
22001,2025-09-16T15:06:33.904,-0.37,0.79,-0.37
22002,2025-09-16T15:06:33.914,-0.24,0.79,-0.37
22003,2025-09-16T15:06:33.924,-0.06,0.79,-0.37
22004,2025-09-16T15:06:33.933,-0.24,0.79,-0.31
22005,2025-09-16T15:06:33.943,-0.31,0.79,-0.37
22006,2025-09-16T15:06:33.953,-0.37,0.85,-0.43
22007,2025-09-16T15:06:33.963,-0.49,0.85,-0.43
22008,2025-09-16T15:06:33.973,-0.67,0.85,-0.43
22009,2025-09-16T15:06:33.982,-0.18,0.79,-0.43
22010,2025-09-16T15:06:33.992,-0.55,0.79,-0.43
22011,2025-09-16T15:06:34.002,-0.24,0.85,-0.43
22012,2025-09-16T15:06:34.012,0.0,0.79,-0.37
22013,2025-09-16T15:06:34.022,-0.24,0.79,-0.43
22014,2025-09-16T15:06:34.032,-0.37,0.85,-0.37
22015,2025-09-16T15:06:34.041,-0.31,0.85,-0.37
22016,2025-09-16T15:06:34.053,-0.49,0.79,-0.37
22017,2025-09-16T15:06:34.061,-0.55,0.79,-0.43
22018,2025-09-16T15:06:34.071,-0.49,0.79,-0.37
22019,2025-09-16T15:06:34.081,-0.31,0.79,-0.37
22020,2025-09-16T15:06:34.091,-0.37,0.79,-0.37
22021,2025-09-16T15:06:34.100,-0.24,0.79,-0.37
22022,2025-09-16T15:06:34.110,-0.24,0.79,-0.31
22023,2025-09-16T15:06:34.119,-0.24,0.79,-0.37
22024,2025-09-16T15:06:34.129,-0.37,0.79,-0.37
22025,2025-09-16T15:06:34.140,-0.31,0.85,-0.37
22026,2025-09-16T15:06:34.150,-0.37,0.85,-0.43
22027,2025-09-16T15:06:34.159,-0.49,0.85,-0.43
22028,2025-09-16T15:06:34.169,-0.43,0.85,-0.43
22029,2025-09-16T15:06:34.178,-0.37,0.79,-0.43
22030,2025-09-16T15:06:34.189,-0.37,0.85,-0.43
22031,2025-09-16T15:06:34.199,-0.31,0.85,-0.43
22032,2025-09-16T15:06:34.208,-0.31,0.79,-0.37
22033,2025-09-16T15:06:34.218,-0.37,0.79,-0.37
22034,2025-09-16T15:06:34.228,-0.31,0.79,-0.37
22035,2025-09-16T15:06:34.237,-0.24,0.79,-0.37
22036,2025-09-16T15:06:34.247,-0.31,0.79,-0.37
22037,2025-09-16T15:06:34.257,-0.31,0.79,-0.37
22038,2025-09-16T15:06:34.267,-0.31,0.85,-0.37
22039,2025-09-16T15:06:34.276,-0.37,0.79,-0.43
22040,2025-09-16T15:06:34.286,-0.43,0.79,-0.37
22041,2025-09-16T15:06:34.296,-0.43,0.85,-0.37
22042,2025-09-16T15:06:34.306,-0.37,0.79,-0.37
22043,2025-09-16T15:06:34.316,-0.31,0.79,-0.43
22044,2025-09-16T15:06:34.325,-0.37,0.79,-0.37
22045,2025-09-16T15:06:34.335,-0.24,0.79,-0.37
22046,2025-09-16T15:06:34.345,-0.31,0.79,-0.43
22047,2025-09-16T15:06:34.354,-0.37,0.79,-0.43
22048,2025-09-16T15:06:34.364,-0.37,0.79,-0.43
22049,2025-09-16T15:06:34.374,-0.37,0.79,-0.37
22050,2025-09-16T15:06:34.384,-0.31,0.79,-0.37
22051,2025-09-16T15:06:34.393,-0.43,0.79,-0.37
22052,2025-09-16T15:06:34.403,-0.37,0.79,-0.37
22053,2025-09-16T15:06:34.413,-0.31,0.79,-0.43
22054,2025-09-16T15:06:34.423,-0.31,0.79,-0.37
22055,2025-09-16T15:06:34.432,-0.24,0.79,-0.43
22056,2025-09-16T15:06:34.442,-0.31,0.85,-0.37
22057,2025-09-16T15:06:34.452,-0.31,0.79,-0.37
22058,2025-09-16T15:06:34.462,-0.31,0.79,-0.37
22059,2025-09-16T15:06:34.471,-0.37,0.79,-0.37
22060,2025-09-16T15:06:34.481,-0.37,0.79,-0.37
22061,2025-09-16T15:06:34.491,-0.43,0.79,-0.43
22062,2025-09-16T15:06:34.501,-0.37,0.79,-0.43
22063,2025-09-16T15:06:34.511,-0.37,0.79,-0.37
22064,2025-09-16T15:06:34.521,-0.31,0.85,-0.43
22065,2025-09-16T15:06:34.530,-0.37,0.79,-0.37
22066,2025-09-16T15:06:34.540,-0.31,0.79,-0.43
22067,2025-09-16T15:06:34.550,-0.37,0.79,-0.37
22068,2025-09-16T15:06:34.560,-0.37,0.79,-0.37
22069,2025-09-16T15:06:34.570,-0.37,0.79,-0.31
22070,2025-09-16T15:06:34.579,-0.37,0.79,-0.37
22071,2025-09-16T15:06:34.589,-0.37,0.79,-0.37
22072,2025-09-16T15:06:34.599,-0.37,0.79,-0.37
22073,2025-09-16T15:06:34.609,-0.31,0.79,-0.43
22074,2025-09-16T15:06:34.619,-0.31,0.79,-0.37
22075,2025-09-16T15:06:34.628,-0.31,0.85,-0.37
22076,2025-09-16T15:06:34.638,-0.37,0.79,-0.43
22077,2025-09-16T15:06:34.649,-0.37,0.79,-0.43
22078,2025-09-16T15:06:34.658,-0.37,0.79,-0.37
22079,2025-09-16T15:06:34.668,-0.37,0.79,-0.37
22080,2025-09-16T15:06:34.678,-0.37,0.79,-0.37
22081,2025-09-16T15:06:34.687,-0.37,0.85,-0.37
22082,2025-09-16T15:06:34.697,-0.37,0.85,-0.37
22083,2025-09-16T15:06:34.707,-0.37,0.85,-0.43
22084,2025-09-16T15:06:34.717,-0.31,0.85,-0.37
22085,2025-09-16T15:06:34.727,-0.31,0.79,-0.37
22086,2025-09-16T15:06:34.737,-0.37,0.79,-0.37
22087,2025-09-16T15:06:34.747,-0.37,0.79,-0.43
22088,2025-09-16T15:06:34.757,-0.37,0.79,-0.43
22089,2025-09-16T15:06:34.766,-0.37,0.79,-0.43
22090,2025-09-16T15:06:34.776,-0.43,0.79,-0.43
22091,2025-09-16T15:06:34.786,-0.37,0.79,-0.43
22092,2025-09-16T15:06:34.796,-0.31,0.79,-0.37
22093,2025-09-16T15:06:34.805,-0.31,0.85,-0.37
22094,2025-09-16T15:06:34.814,-0.18,0.79,-0.37
22095,2025-09-16T15:06:34.825,-0.24,0.79,-0.37
22096,2025-09-16T15:06:34.834,-0.31,0.79,-0.37
22097,2025-09-16T15:06:34.844,-0.43,0.79,-0.37
22098,2025-09-16T15:06:34.855,-0.37,0.79,-0.37
22099,2025-09-16T15:06:34.864,-0.43,0.79,-0.37
22100,2025-09-16T15:06:34.874,-0.43,0.85,-0.37
22101,2025-09-16T15:06:34.884,-0.43,0.79,-0.37
22102,2025-09-16T15:06:34.893,-0.31,0.79,-0.43
22103,2025-09-16T15:06:34.903,-0.37,0.79,-0.43
22104,2025-09-16T15:06:34.913,-0.31,0.79,-0.37
22105,2025-09-16T15:06:34.923,-0.31,0.79,-0.37
22106,2025-09-16T15:06:34.933,-0.31,0.79,-0.43
22107,2025-09-16T15:06:34.942,-0.37,0.79,-0.37
22108,2025-09-16T15:06:34.952,-0.37,0.79,-0.37
22109,2025-09-16T15:06:34.962,-0.43,0.79,-0.43
22110,2025-09-16T15:06:34.972,-0.37,0.79,-0.37
22111,2025-09-16T15:06:34.981,-0.37,0.79,-0.37
22112,2025-09-16T15:06:34.991,-0.31,0.79,-0.37
22113,2025-09-16T15:06:35.001,-0.31,0.79,-0.37
22114,2025-09-16T15:06:35.011,-0.24,0.79,-0.37
22115,2025-09-16T15:06:35.021,-0.31,0.79,-0.37
22116,2025-09-16T15:06:35.030,-0.31,0.79,-0.37
22117,2025-09-16T15:06:35.040,-0.37,0.79,-0.43
22118,2025-09-16T15:06:35.050,-0.43,0.79,-0.43
22119,2025-09-16T15:06:35.060,-0.43,0.79,-0.43
22120,2025-09-16T15:06:35.069,-0.43,0.79,-0.43
22121,2025-09-16T15:06:35.080,-0.49,0.85,-0.43
22122,2025-09-16T15:06:35.090,-0.43,0.85,-0.43
22123,2025-09-16T15:06:35.099,-0.31,0.79,-0.43
22124,2025-09-16T15:06:35.109,-0.31,0.79,-0.43
22125,2025-09-16T15:06:35.120,-0.24,0.79,-0.37
22126,2025-09-16T15:06:35.128,-0.24,0.85,-0.37
22127,2025-09-16T15:06:35.138,-0.31,0.79,-0.37
22128,2025-09-16T15:06:35.148,-0.43,0.79,-0.37
22129,2025-09-16T15:06:35.158,-0.37,0.85,-0.37
22130,2025-09-16T15:06:35.167,-0.37,0.79,-0.37
22131,2025-09-16T15:06:35.177,-0.37,0.79,-0.37
22132,2025-09-16T15:06:35.187,-0.37,0.79,-0.31
22133,2025-09-16T15:06:35.196,-0.31,0.79,-0.37
22134,2025-09-16T15:06:35.207,-0.31,0.79,-0.37
22135,2025-09-16T15:06:35.217,-0.31,0.79,-0.37
22136,2025-09-16T15:06:35.226,-0.37,0.79,-0.37
22137,2025-09-16T15:06:35.236,-0.43,0.79,-0.43
22138,2025-09-16T15:06:35.245,-0.43,0.85,-0.43
22139,2025-09-16T15:06:35.255,-0.37,0.85,-0.43
22140,2025-09-16T15:06:35.264,-0.37,0.79,-0.37
22141,2025-09-16T15:06:35.274,-0.37,0.79,-0.43
22142,2025-09-16T15:06:35.284,-0.31,0.79,-0.43
22143,2025-09-16T15:06:35.294,-0.24,0.79,-0.43
22144,2025-09-16T15:06:35.304,-0.31,0.79,-0.37
22145,2025-09-16T15:06:35.313,-0.24,0.79,-0.37
22146,2025-09-16T15:06:35.323,-0.37,0.85,-0.37
22147,2025-09-16T15:06:35.333,-0.31,0.79,-0.43
22148,2025-09-16T15:06:35.344,-0.37,0.73,-0.37
22149,2025-09-16T15:06:35.353,-0.31,0.79,-0.37
22150,2025-09-16T15:06:35.363,-0.37,0.79,-0.37
22151,2025-09-16T15:06:35.373,-0.31,0.79,-0.37
22152,2025-09-16T15:06:35.383,-0.31,0.79,-0.37
22153,2025-09-16T15:06:35.393,-0.37,0.79,-0.37
22154,2025-09-16T15:06:35.401,-0.37,0.79,-0.43
22155,2025-09-16T15:06:35.412,-0.37,0.79,-0.37
22156,2025-09-16T15:06:35.422,-0.43,0.79,-0.37
22157,2025-09-16T15:06:35.431,-0.49,0.79,-0.43
22158,2025-09-16T15:06:35.441,-0.37,0.79,-0.43
22159,2025-09-16T15:06:35.451,-0.37,0.79,-0.43
22160,2025-09-16T15:06:35.460,-0.31,0.79,-0.43
22161,2025-09-16T15:06:35.471,-0.31,0.79,-0.37
22162,2025-09-16T15:06:35.480,-0.24,0.79,-0.43
22163,2025-09-16T15:06:35.490,-0.31,0.79,-0.43
22164,2025-09-16T15:06:35.500,-0.31,0.79,-0.37
22165,2025-09-16T15:06:35.510,-0.31,0.79,-0.37
22166,2025-09-16T15:06:35.519,-0.37,0.79,-0.37
22167,2025-09-16T15:06:35.529,-0.43,0.85,-0.37
22168,2025-09-16T15:06:35.539,-0.43,0.85,-0.43
22169,2025-09-16T15:06:35.549,-0.37,0.85,-0.37
22170,2025-09-16T15:06:35.558,-0.43,0.85,-0.37
22171,2025-09-16T15:06:35.568,-0.43,0.79,-0.37
22172,2025-09-16T15:06:35.578,-0.31,0.79,-0.43
22173,2025-09-16T15:06:35.586,-0.37,0.79,-0.37
22174,2025-09-16T15:06:35.598,-0.31,0.79,-0.37
22175,2025-09-16T15:06:35.607,-0.37,0.79,-0.37
22176,2025-09-16T15:06:35.617,-0.37,0.79,-0.37
