sample,timestamp,gyro_x,gyro_y,gyro_z
8000,2025-09-16T15:04:16.832,18.86,17.09,-0.24
8001,2025-09-16T15:04:16.842,1.4,18.37,4.03
8002,2025-09-16T15:04:16.852,20.87,26.12,23.01
8003,2025-09-16T15:04:16.861,36.8,22.77,34.06
8004,2025-09-16T15:04:16.871,21.18,25.33,33.51
8005,2025-09-16T15:04:16.881,26.61,37.78,25.88
8006,2025-09-16T15:04:16.891,-27.1,31.74,-13.61
8007,2025-09-16T15:04:16.901,-62.68,22.77,-21.12
8008,2025-09-16T15:04:16.910,-4.58,12.7,-5.92
8009,2025-09-16T15:04:16.920,-2.81,9.28,3.54
8010,2025-09-16T15:04:16.930,6.1,2.2,10.25
8011,2025-09-16T15:04:16.941,5.86,-1.53,11.96
8012,2025-09-16T15:04:16.950,0.24,-2.75,12.27
8013,2025-09-16T15:04:16.959,7.32,-2.08,9.03
8014,2025-09-16T15:04:16.970,3.91,0.0,4.58
8015,2025-09-16T15:04:16.979,-2.5,2.5,-2.38
8016,2025-09-16T15:04:16.989,-11.05,3.97,-10.13
8017,2025-09-16T15:04:16.999,-23.8,5.37,-15.08
8018,2025-09-16T15:04:17.009,-20.57,6.84,-16.97
8019,2025-09-16T15:04:17.019,-4.94,6.35,-16.6
8020,2025-09-16T15:04:17.028,-7.51,5.49,-15.2
8021,2025-09-16T15:04:17.039,-11.66,6.35,-14.65
8022,2025-09-16T15:04:17.048,-18.86,4.39,-10.38
8023,2025-09-16T15:04:17.057,-22.22,-7.2,-4.27
8024,2025-09-16T15:04:17.068,-27.28,-4.09,1.65
8025,2025-09-16T15:04:17.077,-8.18,-2.62,5.8
8026,2025-09-16T15:04:17.087,3.72,-0.49,5.55
8027,2025-09-16T15:04:17.097,-5.8,3.66,0.0
8028,2025-09-16T15:04:17.107,-14.22,3.11,-1.16
8029,2025-09-16T15:04:17.116,-8.06,3.3,0.37
8030,2025-09-16T15:04:17.126,-11.47,4.58,-1.95
8031,2025-09-16T15:04:17.136,-10.13,5.68,-4.52
8032,2025-09-16T15:04:17.146,-17.33,7.26,-8.36
8033,2025-09-16T15:04:17.156,-17.82,8.73,-7.14
8034,2025-09-16T15:04:17.166,-14.4,9.16,-6.1
8035,2025-09-16T15:04:17.175,-11.6,12.08,-4.52
8036,2025-09-16T15:04:17.185,-0.43,14.4,2.32
8037,2025-09-16T15:04:17.195,-10.01,12.21,0.55
8038,2025-09-16T15:04:17.206,-6.53,9.89,1.89
8039,2025-09-16T15:04:17.215,-8.24,5.07,4.27
8040,2025-09-16T15:04:17.224,-10.62,5.0,7.02
8041,2025-09-16T15:04:17.233,-8.73,2.14,15.2
8042,2025-09-16T15:04:17.244,18.8,9.77,23.62
8043,2025-09-16T15:04:17.254,15.99,16.97,11.11
8044,2025-09-16T15:04:17.264,-18.13,5.37,-2.44
8045,2025-09-16T15:04:17.274,-3.48,4.21,-1.16
8046,2025-09-16T15:04:17.283,2.81,9.4,2.44
8047,2025-09-16T15:04:17.293,4.09,9.28,-3.11
8048,2025-09-16T15:04:17.303,-6.96,2.2,-11.84
8049,2025-09-16T15:04:17.313,-8.06,1.89,-10.13
8050,2025-09-16T15:04:17.323,2.32,5.31,-7.75
8051,2025-09-16T15:04:17.332,8.67,6.23,-14.59
8052,2025-09-16T15:04:17.342,-4.52,4.15,-21.18
8053,2025-09-16T15:04:17.352,-11.72,2.32,-15.99
8054,2025-09-16T15:04:17.362,2.81,-1.46,-12.82
8055,2025-09-16T15:04:17.371,12.21,-5.37,-9.58
8056,2025-09-16T15:04:17.381,22.46,-7.75,-1.04
8057,2025-09-16T15:04:17.391,36.62,-11.47,8.67
8058,2025-09-16T15:04:17.401,53.77,-22.89,13.67
8059,2025-09-16T15:04:17.411,24.96,-19.84,12.15
8060,2025-09-16T15:04:17.420,33.69,-13.0,4.21
8061,2025-09-16T15:04:17.430,24.84,-2.99,-7.02
8062,2025-09-16T15:04:17.440,3.17,-1.89,-17.64
8063,2025-09-16T15:04:17.449,-19.47,-3.66,-23.38
8064,2025-09-16T15:04:17.459,-18.13,-5.31,-24.23
8065,2025-09-16T15:04:17.469,-13.43,-4.52,-22.71
8066,2025-09-16T15:04:17.479,-7.26,-2.56,-21.67
8067,2025-09-16T15:04:17.489,-6.1,0.79,-21.97
8068,2025-09-16T15:04:17.499,-5.92,4.39,-22.09
8069,2025-09-16T15:04:17.509,-54.57,25.88,6.77
8070,2025-09-16T15:04:17.518,-9.7,53.83,256.84
8071,2025-09-16T15:04:17.528,397.03,17.82,435.67
8072,2025-09-16T15:04:17.538,276.92,1.34,355.29
8073,2025-09-16T15:04:17.548,124.88,-0.43,187.38
8074,2025-09-16T15:04:17.557,22.77,-1.04,97.05
8075,2025-09-16T15:04:17.567,91.98,5.13,145.81
8076,2025-09-16T15:04:17.577,189.51,-2.99,172.61
8077,2025-09-16T15:04:17.586,145.08,-15.99,127.87
8078,2025-09-16T15:04:17.596,109.92,-18.74,109.68
8079,2025-09-16T15:04:17.606,143.86,-21.91,121.95
8080,2025-09-16T15:04:17.616,174.74,-24.54,123.96
8081,2025-09-16T15:04:17.626,153.2,-25.76,116.09
8082,2025-09-16T15:04:17.635,137.7,-25.51,112.12
8083,2025-09-16T15:04:17.645,132.87,-26.61,103.76
8084,2025-09-16T15:04:17.655,124.15,-32.04,92.29
8085,2025-09-16T15:04:17.665,111.88,-39.37,83.8
8086,2025-09-16T15:04:17.674,100.77,-41.2,74.28
8087,2025-09-16T15:04:17.684,93.44,-39.25,65.25
8088,2025-09-16T15:04:17.694,88.26,-36.19,55.85
8089,2025-09-16T15:04:17.704,68.54,-34.91,44.92
8090,2025-09-16T15:04:17.713,56.09,-27.77,41.5
8091,2025-09-16T15:04:17.723,42.05,-0.67,37.66
8092,2025-09-16T15:04:17.733,32.41,25.39,29.24
8093,2025-09-16T15:04:17.743,34.24,36.07,25.76
8094,2025-09-16T15:04:17.753,44.43,40.95,30.27
8095,2025-09-16T15:04:17.763,74.22,45.53,33.94
8096,2025-09-16T15:04:17.774,89.54,43.64,32.96
8097,2025-09-16T15:04:17.782,68.12,38.15,24.9
8098,2025-09-16T15:04:17.792,24.9,19.41,12.57
8099,2025-09-16T15:04:17.801,-9.16,-0.43,1.89
8100,2025-09-16T15:04:17.812,-26.06,-13.06,-6.96
8101,2025-09-16T15:04:17.822,4.94,-19.35,-5.8
8102,2025-09-16T15:04:17.831,-10.93,-17.64,-12.51
8103,2025-09-16T15:04:17.841,-40.22,-14.16,-19.23
8104,2025-09-16T15:04:17.852,-37.48,-14.59,-20.57
8105,2025-09-16T15:04:17.861,-37.41,-14.28,-22.95
8106,2025-09-16T15:04:17.870,-44.13,-11.17,-27.77
8107,2025-09-16T15:04:17.880,-47.91,-11.17,-32.23
8108,2025-09-16T15:04:17.890,-47.73,-9.77,-34.61
8109,2025-09-16T15:04:17.900,-55.54,-7.32,-41.81
8110,2025-09-16T15:04:17.910,-68.97,-6.1,-49.26
8111,2025-09-16T15:04:17.919,-66.28,-5.62,-54.38
8112,2025-09-16T15:04:17.929,-72.51,-2.81,-58.96
8113,2025-09-16T15:04:17.939,-72.63,-1.89,-61.04
8114,2025-09-16T15:04:17.949,-61.58,-0.79,-57.31
8115,2025-09-16T15:04:17.959,-52.06,-1.46,-52.61
8116,2025-09-16T15:04:17.968,-43.58,-3.72,-44.37
8117,2025-09-16T15:04:17.978,-21.06,-7.45,-31.8
8118,2025-09-16T15:04:17.988,-5.13,-12.02,-20.02
8119,2025-09-16T15:04:17.998,4.7,-14.28,-10.25
8120,2025-09-16T15:04:18.007,10.62,-14.34,-1.16
8121,2025-09-16T15:04:18.017,20.02,-18.62,7.69
8122,2025-09-16T15:04:18.027,31.01,-22.03,17.76
8123,2025-09-16T15:04:18.037,30.7,-26.12,23.99
8124,2025-09-16T15:04:18.046,36.74,-29.6,31.8
8125,2025-09-16T15:04:18.057,54.08,-29.79,41.81
8126,2025-09-16T15:04:18.067,54.81,-27.59,48.34
8127,2025-09-16T15:04:18.076,71.35,-21.91,55.79
8128,2025-09-16T15:04:18.086,80.14,-12.88,59.88
8129,2025-09-16T15:04:18.096,67.38,-5.86,54.99
8130,2025-09-16T15:04:18.105,58.47,-4.52,47.73
8131,2025-09-16T15:04:18.116,39.86,-2.38,36.19
8132,2025-09-16T15:04:18.126,30.27,-0.67,28.93
8133,2025-09-16T15:04:18.134,28.93,0.79,23.99
