sample,timestamp,gyro_x,gyro_y,gyro_z
36500,2025-09-16T15:08:55.855,0.85,0.49,0.61
36501,2025-09-16T15:08:55.865,-0.06,0.55,0.31
36502,2025-09-16T15:08:55.875,-1.22,0.67,-0.37
36503,2025-09-16T15:08:55.884,-2.08,0.79,-0.85
36504,2025-09-16T15:08:55.893,-2.2,0.85,-0.79
36505,2025-09-16T15:08:55.903,-0.73,0.79,-0.43
36506,2025-09-16T15:08:55.913,0.12,0.67,0.0
36507,2025-09-16T15:08:55.923,0.06,0.67,0.12
36508,2025-09-16T15:08:55.933,-0.79,0.79,-0.24
36509,2025-09-16T15:08:55.943,-1.89,0.98,-1.1
36510,2025-09-16T15:08:55.953,-3.11,1.04,-1.71
36511,2025-09-16T15:08:55.962,-3.85,1.1,-1.77
36512,2025-09-16T15:08:55.972,-2.75,0.98,-1.34
36513,2025-09-16T15:08:55.982,-0.85,0.79,-0.49
36514,2025-09-16T15:08:55.992,0.31,0.67,0.24
36515,2025-09-16T15:08:56.002,0.67,0.61,0.61
36516,2025-09-16T15:08:56.012,0.73,0.67,0.49
36517,2025-09-16T15:08:56.022,0.06,0.73,0.06
36518,2025-09-16T15:08:56.031,-1.22,0.92,-0.37
36519,2025-09-16T15:08:56.041,-1.71,0.98,-0.55
36520,2025-09-16T15:08:56.051,-1.22,0.98,-0.49
36521,2025-09-16T15:08:56.060,-0.61,0.92,-0.37
36522,2025-09-16T15:08:56.070,-0.18,0.92,-0.18
36523,2025-09-16T15:08:56.080,-0.31,0.92,-0.24
36524,2025-09-16T15:08:56.090,-0.73,0.98,-0.43
36525,2025-09-16T15:08:56.100,-1.22,1.04,-0.73
36526,2025-09-16T15:08:56.109,-1.71,1.1,-1.1
36527,2025-09-16T15:08:56.119,-2.56,1.16,-1.4
36528,2025-09-16T15:08:56.129,-2.93,1.22,-1.53
36529,2025-09-16T15:08:56.139,-2.75,1.22,-1.46
36530,2025-09-16T15:08:56.149,-2.5,1.1,-1.28
36531,2025-09-16T15:08:56.158,-2.14,1.04,-1.1
36532,2025-09-16T15:08:56.168,-1.34,0.92,-0.67
36533,2025-09-16T15:08:56.178,-0.55,0.73,-0.24
36534,2025-09-16T15:08:56.188,0.0,0.61,0.12
36535,2025-09-16T15:08:56.197,0.37,0.61,0.37
36536,2025-09-16T15:08:56.207,0.55,0.49,0.43
36537,2025-09-16T15:08:56.217,0.31,0.55,0.31
36538,2025-09-16T15:08:56.226,-0.24,0.55,0.06
36539,2025-09-16T15:08:56.237,-0.55,0.67,-0.12
36540,2025-09-16T15:08:56.246,-0.55,0.67,-0.18
36541,2025-09-16T15:08:56.256,-0.49,0.73,-0.18
36542,2025-09-16T15:08:56.266,-0.37,0.73,-0.18
36543,2025-09-16T15:08:56.275,-0.18,0.73,-0.24
36544,2025-09-16T15:08:56.286,-0.55,0.73,-0.37
36545,2025-09-16T15:08:56.295,-1.04,0.85,-0.61
36546,2025-09-16T15:08:56.305,-1.28,0.92,-0.79
36547,2025-09-16T15:08:56.315,-1.65,0.92,-0.98
36548,2025-09-16T15:08:56.324,-1.89,0.92,-0.98
36549,2025-09-16T15:08:56.335,-1.65,0.92,-0.79
36550,2025-09-16T15:08:56.344,-1.04,0.85,-0.55
36551,2025-09-16T15:08:56.354,-0.55,0.79,-0.31
36552,2025-09-16T15:08:56.364,-0.12,0.73,0.0
36553,2025-09-16T15:08:56.374,0.0,0.73,0.06
36554,2025-09-16T15:08:56.383,0.0,0.73,0.06
36555,2025-09-16T15:08:56.393,-0.31,0.79,-0.12
36556,2025-09-16T15:08:56.402,-0.73,0.85,-0.31
36557,2025-09-16T15:08:56.412,-1.04,0.85,-0.43
36558,2025-09-16T15:08:56.422,-1.1,0.85,-0.49
36559,2025-09-16T15:08:56.433,-0.92,0.79,-0.43
36560,2025-09-16T15:08:56.442,-0.49,0.79,-0.31
36561,2025-09-16T15:08:56.452,-0.18,0.79,-0.12
36562,2025-09-16T15:08:56.462,-0.06,0.85,-0.12
36563,2025-09-16T15:08:56.471,-0.18,0.79,-0.24
36564,2025-09-16T15:08:56.480,-0.61,0.92,-0.43
36565,2025-09-16T15:08:56.490,-0.98,0.98,-0.55
36566,2025-09-16T15:08:56.500,-1.16,1.04,-0.73
36567,2025-09-16T15:08:56.510,-1.46,1.1,-0.85
36568,2025-09-16T15:08:56.520,-1.71,1.1,-0.98
36569,2025-09-16T15:08:56.530,-1.71,1.1,-0.98
36570,2025-09-16T15:08:56.540,-1.46,1.04,-0.92
36571,2025-09-16T15:08:56.550,-1.28,0.98,-0.67
