sample,timestamp,gyro_x,gyro_y,gyro_z
28000,2025-09-16T15:07:32.637,-0.31,0.79,-0.37
28001,2025-09-16T15:07:32.646,-0.37,0.85,-0.43
28002,2025-09-16T15:07:32.656,-0.37,0.85,-0.43
28003,2025-09-16T15:07:32.666,-0.37,0.79,-0.43
28004,2025-09-16T15:07:32.675,-0.31,0.79,-0.37
28005,2025-09-16T15:07:32.685,-0.37,0.79,-0.43
28006,2025-09-16T15:07:32.695,-0.37,0.79,-0.37
28007,2025-09-16T15:07:32.705,-0.37,0.79,-0.37
28008,2025-09-16T15:07:32.715,-0.37,0.79,-0.37
28009,2025-09-16T15:07:32.724,-0.37,0.79,-0.37
28010,2025-09-16T15:07:32.734,-0.24,0.79,-0.37
28011,2025-09-16T15:07:32.744,-0.31,0.85,-0.37
28012,2025-09-16T15:07:32.754,-0.31,0.85,-0.37
28013,2025-09-16T15:07:32.763,-0.31,0.85,-0.37
28014,2025-09-16T15:07:32.773,-0.43,0.79,-0.37
28015,2025-09-16T15:07:32.783,-0.43,0.85,-0.37
28016,2025-09-16T15:07:32.793,-0.37,0.79,-0.43
28017,2025-09-16T15:07:32.803,-0.43,0.79,-0.37
28018,2025-09-16T15:07:32.812,-0.24,0.79,-0.37
28019,2025-09-16T15:07:32.822,-0.24,0.79,-0.37
28020,2025-09-16T15:07:32.832,-0.31,0.79,-0.37
28021,2025-09-16T15:07:32.842,-0.31,0.79,-0.37
28022,2025-09-16T15:07:32.852,-0.24,0.79,-0.37
28023,2025-09-16T15:07:32.862,-0.43,0.85,-0.37
28024,2025-09-16T15:07:32.872,-0.49,0.79,-0.43
28025,2025-09-16T15:07:32.881,-0.43,0.79,-0.37
28026,2025-09-16T15:07:32.890,-0.43,0.73,-0.43
28027,2025-09-16T15:07:32.900,-0.43,0.85,-0.37
28028,2025-09-16T15:07:32.910,-0.31,0.79,-0.37
28029,2025-09-16T15:07:32.920,-0.31,0.79,-0.37
28030,2025-09-16T15:07:32.930,-0.24,0.85,-0.43
28031,2025-09-16T15:07:32.939,-0.31,0.79,-0.37
28032,2025-09-16T15:07:32.949,-0.31,0.85,-0.43
28033,2025-09-16T15:07:32.959,-0.43,0.79,-0.37
28034,2025-09-16T15:07:32.969,-0.37,0.85,-0.37
28035,2025-09-16T15:07:32.980,-0.37,0.85,-0.43
28036,2025-09-16T15:07:32.990,-0.37,0.85,-0.43
28037,2025-09-16T15:07:32.999,-0.37,0.79,-0.37
28038,2025-09-16T15:07:33.009,-0.24,0.79,-0.37
28039,2025-09-16T15:07:33.019,-0.24,0.79,-0.43
28040,2025-09-16T15:07:33.029,-0.31,0.79,-0.37
28041,2025-09-16T15:07:33.038,-0.31,0.79,-0.37
28042,2025-09-16T15:07:33.048,-0.37,0.79,-0.37
28043,2025-09-16T15:07:33.058,-0.43,0.79,-0.37
28044,2025-09-16T15:07:33.067,-0.43,0.79,-0.37
28045,2025-09-16T15:07:33.077,-0.43,0.85,-0.37
28046,2025-09-16T15:07:33.087,-0.43,0.79,-0.37
28047,2025-09-16T15:07:33.097,-0.31,0.85,-0.43
28048,2025-09-16T15:07:33.107,-0.31,0.85,-0.37
28049,2025-09-16T15:07:33.116,-0.24,0.85,-0.37
28050,2025-09-16T15:07:33.126,-0.24,0.79,-0.43
28051,2025-09-16T15:07:33.136,-0.24,0.79,-0.37
28052,2025-09-16T15:07:33.146,-0.43,0.79,-0.37
28053,2025-09-16T15:07:33.156,-0.43,0.85,-0.43
28054,2025-09-16T15:07:33.165,-0.43,0.79,-0.37
28055,2025-09-16T15:07:33.175,-0.43,0.79,-0.43
28056,2025-09-16T15:07:33.185,-0.49,0.79,-0.43
28057,2025-09-16T15:07:33.195,-0.24,0.79,-0.43
28058,2025-09-16T15:07:33.205,-0.31,0.85,-0.37
28059,2025-09-16T15:07:33.215,-0.31,0.79,-0.37
28060,2025-09-16T15:07:33.224,-0.37,0.79,-0.37
28061,2025-09-16T15:07:33.234,-0.31,0.79,-0.37
28062,2025-09-16T15:07:33.244,-0.37,0.85,-0.37
28063,2025-09-16T15:07:33.254,-0.31,0.79,-0.37
28064,2025-09-16T15:07:33.264,-0.37,0.85,-0.37
28065,2025-09-16T15:07:33.273,-0.31,0.79,-0.37
28066,2025-09-16T15:07:33.283,-0.37,0.79,-0.37
28067,2025-09-16T15:07:33.293,-0.31,0.85,-0.37
28068,2025-09-16T15:07:33.303,-0.37,0.85,-0.37
28069,2025-09-16T15:07:33.312,-0.37,0.79,-0.37
28070,2025-09-16T15:07:33.322,-0.43,0.79,-0.37
28071,2025-09-16T15:07:33.332,-0.49,0.85,-0.37
28072,2025-09-16T15:07:33.342,-0.43,0.79,-0.43
28073,2025-09-16T15:07:33.351,-0.43,0.85,-0.43
28074,2025-09-16T15:07:33.361,-0.31,0.79,-0.43
28075,2025-09-16T15:07:33.371,-0.37,0.79,-0.43
28076,2025-09-16T15:07:33.381,-0.24,0.79,-0.43
28077,2025-09-16T15:07:33.391,-0.24,0.79,-0.37
28078,2025-09-16T15:07:33.400,-0.31,0.79,-0.43
28079,2025-09-16T15:07:33.410,-0.37,0.79,-0.37
28080,2025-09-16T15:07:33.420,-0.31,0.79,-0.37
28081,2025-09-16T15:07:33.430,-0.37,0.79,-0.37
28082,2025-09-16T15:07:33.440,-0.43,0.79,-0.37
28083,2025-09-16T15:07:33.449,-0.43,0.85,-0.37
28084,2025-09-16T15:07:33.459,-0.31,0.85,-0.37
28085,2025-09-16T15:07:33.469,-0.31,0.79,-0.37
28086,2025-09-16T15:07:33.479,-0.31,0.79,-0.37
28087,2025-09-16T15:07:33.489,-0.37,0.79,-0.37
28088,2025-09-16T15:07:33.499,-0.37,0.79,-0.37
28089,2025-09-16T15:07:33.508,-0.37,0.79,-0.43
28090,2025-09-16T15:07:33.518,-0.37,0.85,-0.43
28091,2025-09-16T15:07:33.527,-0.31,0.79,-0.37
28092,2025-09-16T15:07:33.538,-0.31,0.85,-0.37
28093,2025-09-16T15:07:33.547,-0.31,0.79,-0.37
28094,2025-09-16T15:07:33.557,-0.31,0.79,-0.43
28095,2025-09-16T15:07:33.567,-0.37,0.79,-0.43
28096,2025-09-16T15:07:33.576,-0.37,0.79,-0.37
28097,2025-09-16T15:07:33.586,-0.31,0.79,-0.43
28098,2025-09-16T15:07:33.596,-0.37,0.79,-0.43
28099,2025-09-16T15:07:33.605,-0.37,0.79,-0.43
28100,2025-09-16T15:07:33.615,-0.37,0.79,-0.43
28101,2025-09-16T15:07:33.625,-0.37,0.85,-0.37
28102,2025-09-16T15:07:33.635,-0.43,0.79,-0.43
28103,2025-09-16T15:07:33.644,-0.37,0.85,-0.43
28104,2025-09-16T15:07:33.654,-0.37,0.79,-0.43
28105,2025-09-16T15:07:33.664,-0.37,0.85,-0.43
28106,2025-09-16T15:07:33.675,-0.37,0.85,-0.43
28107,2025-09-16T15:07:33.684,-0.31,0.79,-0.37
28108,2025-09-16T15:07:33.694,-0.31,0.79,-0.37
28109,2025-09-16T15:07:33.704,-0.37,0.79,-0.37
28110,2025-09-16T15:07:33.713,-0.31,0.79,-0.37
28111,2025-09-16T15:07:33.723,-0.37,0.79,-0.37
28112,2025-09-16T15:07:33.733,-0.43,0.79,-0.37
28113,2025-09-16T15:07:33.743,-0.37,0.79,-0.37
28114,2025-09-16T15:07:33.753,-0.37,0.79,-0.43
28115,2025-09-16T15:07:33.762,-0.37,0.79,-0.37
28116,2025-09-16T15:07:33.773,-0.37,0.79,-0.43
28117,2025-09-16T15:07:33.782,-0.37,0.79,-0.37
28118,2025-09-16T15:07:33.792,-0.37,0.79,-0.43
28119,2025-09-16T15:07:33.801,-0.37,0.79,-0.43
28120,2025-09-16T15:07:33.811,-0.24,0.73,-0.43
28121,2025-09-16T15:07:33.821,-0.31,0.79,-0.43
28122,2025-09-16T15:07:33.831,-0.31,0.79,-0.43
28123,2025-09-16T15:07:33.840,-0.31,0.79,-0.43
28124,2025-09-16T15:07:33.850,-0.37,0.79,-0.43
28125,2025-09-16T15:07:33.860,-0.37,0.79,-0.37
28126,2025-09-16T15:07:33.870,-0.31,0.79,-0.37
28127,2025-09-16T15:07:33.880,-0.43,0.79,-0.37
28128,2025-09-16T15:07:33.890,-0.37,0.85,-0.37
28129,2025-09-16T15:07:33.900,-0.31,0.79,-0.37
28130,2025-09-16T15:07:33.909,-0.24,0.79,-0.37
28131,2025-09-16T15:07:33.919,-0.24,0.79,-0.37
28132,2025-09-16T15:07:33.929,-0.31,0.79,-0.43
28133,2025-09-16T15:07:33.939,-0.37,0.79,-0.43
28134,2025-09-16T15:07:33.948,-0.43,0.85,-0.43
28135,2025-09-16T15:07:33.959,-0.43,0.79,-0.43
28136,2025-09-16T15:07:33.968,-0.37,0.79,-0.43
28137,2025-09-16T15:07:33.978,-0.31,0.79,-0.43
28138,2025-09-16T15:07:33.987,-0.24,0.79,-0.37
28139,2025-09-16T15:07:33.997,-0.24,0.79,-0.37
28140,2025-09-16T15:07:34.007,-0.31,0.79,-0.37
28141,2025-09-16T15:07:34.016,-0.31,0.79,-0.37
28142,2025-09-16T15:07:34.027,-0.37,0.85,-0.37
28143,2025-09-16T15:07:34.037,-0.43,0.79,-0.37
28144,2025-09-16T15:07:34.047,-0.37,0.79,-0.37
28145,2025-09-16T15:07:34.056,-0.31,0.79,-0.37
28146,2025-09-16T15:07:34.066,-0.31,0.79,-0.37
28147,2025-09-16T15:07:34.075,-0.31,0.79,-0.37
28148,2025-09-16T15:07:34.085,-0.31,0.79,-0.37
28149,2025-09-16T15:07:34.095,-0.37,0.79,-0.37
28150,2025-09-16T15:07:34.105,-0.37,0.79,-0.37
28151,2025-09-16T15:07:34.115,-0.37,0.79,-0.37
28152,2025-09-16T15:07:34.124,-0.37,0.79,-0.37
28153,2025-09-16T15:07:34.134,-0.37,0.79,-0.43
28154,2025-09-16T15:07:34.144,-0.37,0.79,-0.43
28155,2025-09-16T15:07:34.154,-0.31,0.79,-0.43
28156,2025-09-16T15:07:34.164,-0.37,0.85,-0.43
28157,2025-09-16T15:07:34.173,-0.37,0.79,-0.43
28158,2025-09-16T15:07:34.184,-0.37,0.85,-0.37
28159,2025-09-16T15:07:34.193,-0.37,0.85,-0.37
28160,2025-09-16T15:07:34.203,-0.31,0.79,-0.37
28161,2025-09-16T15:07:34.213,-0.37,0.79,-0.43
28162,2025-09-16T15:07:34.223,-0.37,0.85,-0.37
28163,2025-09-16T15:07:34.232,-0.31,0.85,-0.37
28164,2025-09-16T15:07:34.242,-0.37,0.79,-0.37
28165,2025-09-16T15:07:34.252,-0.31,0.79,-0.37
28166,2025-09-16T15:07:34.262,-0.37,0.79,-0.37
28167,2025-09-16T15:07:34.272,-0.37,0.79,-0.43
28168,2025-09-16T15:07:34.282,-0.37,0.79,-0.43
28169,2025-09-16T15:07:34.291,-0.37,0.79,-0.37
28170,2025-09-16T15:07:34.301,-0.37,0.79,-0.37
28171,2025-09-16T15:07:34.311,-0.31,0.79,-0.37
28172,2025-09-16T15:07:34.321,-0.37,0.85,-0.37
28173,2025-09-16T15:07:34.331,-0.37,0.79,-0.37
28174,2025-09-16T15:07:34.340,-0.31,0.79,-0.37
28175,2025-09-16T15:07:34.350,-0.31,0.79,-0.37
28176,2025-09-16T15:07:34.360,-0.37,0.79,-0.43
28177,2025-09-16T15:07:34.370,-0.37,0.85,-0.43
28178,2025-09-16T15:07:34.379,-0.37,0.79,-0.43
28179,2025-09-16T15:07:34.389,-0.37,0.85,-0.43
28180,2025-09-16T15:07:34.399,-0.31,0.79,-0.43
28181,2025-09-16T15:07:34.409,-0.31,0.79,-0.43
28182,2025-09-16T15:07:34.418,-0.37,0.79,-0.43
28183,2025-09-16T15:07:34.428,-0.43,0.79,-0.43
28184,2025-09-16T15:07:34.438,-0.37,0.85,-0.43
28185,2025-09-16T15:07:34.448,-0.31,0.79,-0.37
