sample,timestamp,gyro_x,gyro_y,gyro_z
34500,2025-09-16T15:08:36.274,0.37,0.85,1.16
34501,2025-09-16T15:08:36.284,-0.37,0.85,1.83
34502,2025-09-16T15:08:36.294,-0.55,0.85,2.44
34503,2025-09-16T15:08:36.304,-1.16,0.92,2.87
34504,2025-09-16T15:08:36.313,-1.28,0.85,2.56
34505,2025-09-16T15:08:36.323,-0.12,0.73,1.95
34506,2025-09-16T15:08:36.333,2.08,0.49,1.53
34507,2025-09-16T15:08:36.343,2.44,0.79,2.44
34508,2025-09-16T15:08:36.353,0.24,0.73,-0.18
34509,2025-09-16T15:08:36.362,-2.99,0.92,-2.56
34510,2025-09-16T15:08:36.372,-2.93,0.85,-3.97
34511,2025-09-16T15:08:36.382,-1.22,1.04,-3.85
34512,2025-09-16T15:08:36.392,-2.56,0.85,-1.89
34513,2025-09-16T15:08:36.401,1.65,0.67,-0.98
34514,2025-09-16T15:08:36.411,-0.24,0.79,0.31
34515,2025-09-16T15:08:36.421,1.1,0.79,1.4
34516,2025-09-16T15:08:36.431,-0.18,0.98,2.32
34517,2025-09-16T15:08:36.440,0.0,0.85,1.46
34518,2025-09-16T15:08:36.450,-0.85,0.85,0.06
34519,2025-09-16T15:08:36.460,-0.67,0.79,-0.61
34520,2025-09-16T15:08:36.470,-1.22,0.85,-0.31
34521,2025-09-16T15:08:36.480,-0.98,0.79,-0.43
34522,2025-09-16T15:08:36.489,-1.22,0.73,-0.98
34523,2025-09-16T15:08:36.499,-0.85,0.73,-1.46
34524,2025-09-16T15:08:36.509,-0.73,0.73,-1.46
34525,2025-09-16T15:08:36.519,-0.43,0.73,-1.22
34526,2025-09-16T15:08:36.528,-0.24,0.73,-1.16
34527,2025-09-16T15:08:36.538,0.06,0.73,-1.04
34528,2025-09-16T15:08:36.548,0.18,0.79,-0.73
34529,2025-09-16T15:08:36.558,0.37,0.79,-0.61
34530,2025-09-16T15:08:36.568,0.37,0.85,-0.55
34531,2025-09-16T15:08:36.577,0.37,0.79,-0.55
34532,2025-09-16T15:08:36.587,0.06,0.85,-0.55
34533,2025-09-16T15:08:36.597,-0.06,0.79,-0.79
34534,2025-09-16T15:08:36.607,-0.43,0.79,-1.1
34535,2025-09-16T15:08:36.616,-0.55,0.79,-1.28
34536,2025-09-16T15:08:36.626,-0.85,0.73,-1.22
34537,2025-09-16T15:08:36.638,-0.98,0.73,-0.73
34538,2025-09-16T15:08:36.646,-0.98,0.73,-0.31
34539,2025-09-16T15:08:36.665,-0.92,0.79,0.0
34540,2025-09-16T15:08:36.666,-0.67,0.79,0.18
34541,2025-09-16T15:08:36.676,-0.37,0.79,0.0
34542,2025-09-16T15:08:36.685,0.73,0.73,-0.37
34543,2025-09-16T15:08:36.695,0.06,0.79,-0.61
34544,2025-09-16T15:08:36.704,0.55,0.79,-1.53
34545,2025-09-16T15:08:36.715,0.55,0.73,-1.95
34546,2025-09-16T15:08:36.724,0.06,0.73,-2.26
34547,2025-09-16T15:08:36.734,0.06,0.79,-2.87
34548,2025-09-16T15:08:36.744,-0.37,0.73,-3.78
34549,2025-09-16T15:08:36.754,-0.43,0.73,-4.7
34550,2025-09-16T15:08:36.764,-0.55,0.67,-5.19
34551,2025-09-16T15:08:36.774,-0.85,0.73,-5.25
34552,2025-09-16T15:08:36.783,-2.38,0.67,-5.68
34553,2025-09-16T15:08:36.793,-3.91,0.55,-6.16
34554,2025-09-16T15:08:36.803,-5.31,0.49,-5.49
34555,2025-09-16T15:08:36.812,-4.15,0.61,-3.97
34556,2025-09-16T15:08:36.822,-2.08,0.73,-2.01
34557,2025-09-16T15:08:36.832,-0.79,0.79,-0.55
34558,2025-09-16T15:08:36.842,-0.24,0.85,0.06
34559,2025-09-16T15:08:36.851,-0.12,0.85,0.79
34560,2025-09-16T15:08:36.861,-0.06,0.92,1.59
34561,2025-09-16T15:08:36.872,-0.06,0.92,2.26
34562,2025-09-16T15:08:36.881,-0.06,0.85,2.44
34563,2025-09-16T15:08:36.891,-0.12,0.85,2.38
34564,2025-09-16T15:08:36.901,-0.24,0.85,2.38
34565,2025-09-16T15:08:36.911,-0.18,0.85,2.32
34566,2025-09-16T15:08:36.920,-0.31,0.85,1.95
34567,2025-09-16T15:08:36.930,-0.31,0.79,1.59
34568,2025-09-16T15:08:36.940,-0.43,0.79,0.98
34569,2025-09-16T15:08:36.950,-0.49,0.79,0.06
34570,2025-09-16T15:08:36.960,-0.67,0.79,-0.85
34571,2025-09-16T15:08:36.970,-0.79,0.79,-2.08
34572,2025-09-16T15:08:36.979,-0.79,0.73,-3.72
34573,2025-09-16T15:08:36.989,-0.73,0.73,-4.88
34574,2025-09-16T15:08:36.999,-0.55,0.73,-5.07
34575,2025-09-16T15:08:37.008,-0.24,0.67,-3.66
34576,2025-09-16T15:08:37.018,-0.06,0.85,-1.65
34577,2025-09-16T15:08:37.028,0.06,0.79,-0.61
34578,2025-09-16T15:08:37.038,0.12,0.67,-0.24
34579,2025-09-16T15:08:37.048,0.06,0.67,0.18
34580,2025-09-16T15:08:37.058,-0.12,0.79,0.49
34581,2025-09-16T15:08:37.067,-0.31,0.79,0.37
34582,2025-09-16T15:08:37.077,-0.43,0.79,-0.06
34583,2025-09-16T15:08:37.087,-0.61,0.92,-0.55
34584,2025-09-16T15:08:37.097,-0.73,0.85,-0.85
34585,2025-09-16T15:08:37.107,-0.67,0.79,-0.61
34586,2025-09-16T15:08:37.116,-0.67,0.73,0.0
34587,2025-09-16T15:08:37.126,-0.61,0.85,0.61
34588,2025-09-16T15:08:37.136,-0.43,0.85,1.04
34589,2025-09-16T15:08:37.146,-0.43,0.85,1.04
34590,2025-09-16T15:08:37.155,-0.24,0.85,0.98
34591,2025-09-16T15:08:37.165,-0.18,0.79,0.98
34592,2025-09-16T15:08:37.175,-0.06,0.79,0.85
34593,2025-09-16T15:08:37.185,0.0,0.85,0.55
34594,2025-09-16T15:08:37.195,-0.06,0.79,0.12
34595,2025-09-16T15:08:37.205,-0.06,0.79,-0.06
34596,2025-09-16T15:08:37.214,-0.18,0.79,-0.18
34597,2025-09-16T15:08:37.223,-0.43,0.79,-0.43
34598,2025-09-16T15:08:37.233,-0.55,0.79,-0.49
34599,2025-09-16T15:08:37.243,-0.67,0.79,-0.61
34600,2025-09-16T15:08:37.253,-0.79,0.79,-0.92
34601,2025-09-16T15:08:37.263,-0.43,0.79,-1.53
34602,2025-09-16T15:08:37.273,-0.67,0.79,-1.46
34603,2025-09-16T15:08:37.282,-0.43,0.85,-1.22
34604,2025-09-16T15:08:37.292,-0.49,0.85,-0.61
34605,2025-09-16T15:08:37.302,-0.24,0.79,-0.24
34606,2025-09-16T15:08:37.311,-0.31,0.79,0.37
34607,2025-09-16T15:08:37.322,-0.12,0.92,0.98
34608,2025-09-16T15:08:37.331,-0.18,0.92,1.16
34609,2025-09-16T15:08:37.341,-0.12,0.85,1.16
34610,2025-09-16T15:08:37.351,-0.12,0.92,1.34
34611,2025-09-16T15:08:37.361,-0.18,0.92,1.46
34612,2025-09-16T15:08:37.370,-0.37,0.85,1.1
34613,2025-09-16T15:08:37.380,-0.43,0.79,0.49
34614,2025-09-16T15:08:37.390,-0.55,0.79,0.06
34615,2025-09-16T15:08:37.400,-0.61,0.79,-0.37
34616,2025-09-16T15:08:37.409,-0.67,0.79,-0.67
34617,2025-09-16T15:08:37.419,-0.67,0.79,-0.92
34618,2025-09-16T15:08:37.429,-0.67,0.79,-1.16
34619,2025-09-16T15:08:37.439,-0.49,0.79,-1.16
34620,2025-09-16T15:08:37.448,0.55,0.67,-0.85
34621,2025-09-16T15:08:37.458,0.55,0.85,-0.18
34622,2025-09-16T15:08:37.468,-0.98,0.85,-0.73
34623,2025-09-16T15:08:37.478,1.28,0.67,-1.34
34624,2025-09-16T15:08:37.488,-0.55,0.85,-1.28
34625,2025-09-16T15:08:37.498,0.43,0.73,-1.65
34626,2025-09-16T15:08:37.507,-0.31,0.67,-1.04
34627,2025-09-16T15:08:37.518,0.12,0.73,-0.43
34628,2025-09-16T15:08:37.527,-0.49,0.67,-0.55
34629,2025-09-16T15:08:37.537,-0.18,0.73,-1.04
34630,2025-09-16T15:08:37.547,-0.49,0.73,-1.95
34631,2025-09-16T15:08:37.557,-0.43,0.67,-3.66
34632,2025-09-16T15:08:37.567,-0.55,0.67,-5.13
34633,2025-09-16T15:08:37.576,-0.43,0.67,-5.68
34634,2025-09-16T15:08:37.587,-0.49,0.67,-5.74
34635,2025-09-16T15:08:37.596,-0.49,0.67,-5.8
34636,2025-09-16T15:08:37.606,-1.53,0.61,-5.62
34637,2025-09-16T15:08:37.615,-10.56,0.18,-5.98
34638,2025-09-16T15:08:37.625,-10.86,0.06,-6.59
34639,2025-09-16T15:08:37.635,-4.7,0.43,-4.21
34640,2025-09-16T15:08:37.645,-3.11,0.67,-1.46
34641,2025-09-16T15:08:37.654,-1.77,0.73,-0.37
34642,2025-09-16T15:08:37.664,-1.16,0.79,-0.18
34643,2025-09-16T15:08:37.674,-1.95,0.85,-0.49
34644,2025-09-16T15:08:37.684,-0.92,1.28,0.18
34645,2025-09-16T15:08:37.693,8.12,1.22,4.33
34646,2025-09-16T15:08:37.703,6.41,1.22,5.62
34647,2025-09-16T15:08:37.712,-4.09,1.59,1.16
34648,2025-09-16T15:08:37.723,-0.98,-0.24,-1.83
34649,2025-09-16T15:08:37.733,-0.43,0.98,1.59
34650,2025-09-16T15:08:37.742,-0.37,1.16,3.78
34651,2025-09-16T15:08:37.752,-0.49,0.98,4.39
34652,2025-09-16T15:08:37.762,-0.79,0.98,5.19
