sample,timestamp,gyro_x,gyro_y,gyro_z
20500,2025-09-16T15:06:19.209,-1.83,0.98,-1.46
20501,2025-09-16T15:06:19.219,-1.4,0.92,-1.04
20502,2025-09-16T15:06:19.228,-0.79,0.92,-0.61
20503,2025-09-16T15:06:19.238,-0.37,0.79,-0.12
20504,2025-09-16T15:06:19.248,0.43,0.67,0.18
20505,2025-09-16T15:06:19.258,0.37,0.73,0.31
20506,2025-09-16T15:06:19.267,0.61,0.61,0.43
20507,2025-09-16T15:06:19.277,0.85,0.61,0.49
20508,2025-09-16T15:06:19.287,0.85,0.61,0.31
20509,2025-09-16T15:06:19.297,0.0,0.67,0.0
20510,2025-09-16T15:06:19.307,-0.24,0.73,-0.24
20511,2025-09-16T15:06:19.317,-0.43,0.79,-0.37
20512,2025-09-16T15:06:19.326,-0.37,0.85,-0.55
20513,2025-09-16T15:06:19.336,-0.98,0.92,-0.73
20514,2025-09-16T15:06:19.346,-1.04,0.92,-0.73
20515,2025-09-16T15:06:19.356,-0.55,0.85,-0.49
20516,2025-09-16T15:06:19.365,-0.18,0.92,-0.12
20517,2025-09-16T15:06:19.375,0.37,0.85,0.37
20518,2025-09-16T15:06:19.385,1.46,0.73,0.98
20519,2025-09-16T15:06:19.395,2.01,0.67,1.22
20520,2025-09-16T15:06:19.404,2.26,0.73,0.79
20521,2025-09-16T15:06:19.414,-0.24,0.85,-0.37
20522,2025-09-16T15:06:19.423,-2.81,1.1,-0.73
20523,2025-09-16T15:06:19.434,-0.12,0.79,-0.55
20524,2025-09-16T15:06:19.444,-0.12,0.79,-0.67
20525,2025-09-16T15:06:19.454,-1.22,0.92,-0.79
20526,2025-09-16T15:06:19.464,-0.43,0.79,-0.67
20527,2025-09-16T15:06:19.473,-0.06,0.79,-0.61
20528,2025-09-16T15:06:19.483,-0.37,0.79,-0.73
20529,2025-09-16T15:06:19.493,-0.73,0.85,-0.92
20530,2025-09-16T15:06:19.503,-1.04,0.92,-1.22
20531,2025-09-16T15:06:19.512,-2.08,0.98,-1.71
20532,2025-09-16T15:06:19.522,-2.81,1.04,-1.95
20533,2025-09-16T15:06:19.532,-2.81,1.04,-2.08
20534,2025-09-16T15:06:19.541,-2.69,1.04,-1.95
20535,2025-09-16T15:06:19.552,-2.26,0.98,-1.77
20536,2025-09-16T15:06:19.561,-1.95,0.85,-1.28
20537,2025-09-16T15:06:19.571,-0.55,0.73,-0.49
20538,2025-09-16T15:06:19.581,0.61,0.61,0.43
20539,2025-09-16T15:06:19.590,1.77,0.55,1.1
20540,2025-09-16T15:06:19.601,2.44,0.43,1.59
20541,2025-09-16T15:06:19.610,2.38,0.43,1.77
20542,2025-09-16T15:06:19.620,2.01,0.43,1.59
20543,2025-09-16T15:06:19.630,1.77,0.55,1.34
20544,2025-09-16T15:06:19.640,2.08,0.61,0.43
20545,2025-09-16T15:06:19.649,-1.71,0.92,-0.49
20546,2025-09-16T15:06:19.659,-1.53,0.85,-0.49
20547,2025-09-16T15:06:19.670,1.1,0.67,-0.18
20548,2025-09-16T15:06:19.679,-0.24,0.85,-0.24
20549,2025-09-16T15:06:19.688,-1.04,0.85,-0.37
20550,2025-09-16T15:06:19.698,-0.06,0.79,-0.24
20551,2025-09-16T15:06:19.708,-0.24,0.79,-0.24
20552,2025-09-16T15:06:19.718,-0.73,0.79,-0.31
20553,2025-09-16T15:06:19.728,-0.06,0.79,-0.31
20554,2025-09-16T15:06:19.737,-0.06,0.79,-0.31
20555,2025-09-16T15:06:19.748,-0.24,0.85,-0.37
20556,2025-09-16T15:06:19.758,-0.06,0.79,-0.43
20557,2025-09-16T15:06:19.767,-0.24,0.79,-0.43
20558,2025-09-16T15:06:19.777,-0.73,0.85,-0.49
20559,2025-09-16T15:06:19.787,-0.55,0.85,-0.55
20560,2025-09-16T15:06:19.796,-0.49,0.85,-0.49
20561,2025-09-16T15:06:19.806,-0.61,0.85,-0.49
20562,2025-09-16T15:06:19.816,-0.55,0.79,-0.43
20563,2025-09-16T15:06:19.826,0.0,0.73,-0.37
20564,2025-09-16T15:06:19.835,-0.24,0.73,-0.37
20565,2025-09-16T15:06:19.845,-0.24,0.79,-0.37
20566,2025-09-16T15:06:19.855,-0.12,0.79,-0.37
20567,2025-09-16T15:06:19.865,-0.24,0.79,-0.37
20568,2025-09-16T15:06:19.875,-0.37,0.85,-0.37
20569,2025-09-16T15:06:19.884,-0.43,0.85,-0.37
20570,2025-09-16T15:06:19.894,-0.55,0.85,-0.37
20571,2025-09-16T15:06:19.904,-0.49,0.79,-0.37
20572,2025-09-16T15:06:19.914,-0.43,0.73,-0.43
20573,2025-09-16T15:06:19.923,-0.49,0.79,-0.43
20574,2025-09-16T15:06:19.934,-0.24,0.73,-0.43
20575,2025-09-16T15:06:19.944,-0.12,0.73,-0.43
20576,2025-09-16T15:06:19.953,-0.18,0.73,-0.37
20577,2025-09-16T15:06:19.963,-0.18,0.79,-0.43
20578,2025-09-16T15:06:19.973,-0.24,0.79,-0.37
20579,2025-09-16T15:06:19.983,-0.61,0.79,-0.43
20580,2025-09-16T15:06:19.993,-0.43,0.79,-0.37
20581,2025-09-16T15:06:20.002,-0.43,0.73,-0.37
20582,2025-09-16T15:06:20.012,-0.55,0.79,-0.37
20583,2025-09-16T15:06:20.022,-0.43,0.79,-0.31
20584,2025-09-16T15:06:20.032,-0.06,0.79,-0.31
20585,2025-09-16T15:06:20.041,-0.18,0.79,-0.37
20586,2025-09-16T15:06:20.050,-0.24,0.79,-0.37
20587,2025-09-16T15:06:20.060,-0.18,0.79,-0.37
20588,2025-09-16T15:06:20.070,-0.24,0.79,-0.37
20589,2025-09-16T15:06:20.080,-0.37,0.79,-0.43
20590,2025-09-16T15:06:20.090,-0.43,0.85,-0.43
20591,2025-09-16T15:06:20.099,-0.55,0.85,-0.43
20592,2025-09-16T15:06:20.109,-0.61,0.85,-0.43
20593,2025-09-16T15:06:20.119,-0.55,0.85,-0.49
20594,2025-09-16T15:06:20.128,-0.43,0.85,-0.49
20595,2025-09-16T15:06:20.139,-0.37,0.79,-0.43
20596,2025-09-16T15:06:20.149,-0.18,0.79,-0.43
20597,2025-09-16T15:06:20.158,-0.12,0.73,-0.43
20598,2025-09-16T15:06:20.168,-0.18,0.73,-0.43
20599,2025-09-16T15:06:20.178,-0.31,0.79,-0.37
20600,2025-09-16T15:06:20.188,-0.37,0.73,-0.37
20601,2025-09-16T15:06:20.198,-0.37,0.79,-0.37
20602,2025-09-16T15:06:20.207,-0.31,0.79,-0.31
20603,2025-09-16T15:06:20.217,-0.31,0.79,-0.37
20604,2025-09-16T15:06:20.226,-0.31,0.79,-0.37
20605,2025-09-16T15:06:20.237,-0.37,0.79,-0.37
20606,2025-09-16T15:06:20.246,-0.37,0.79,-0.37
20607,2025-09-16T15:06:20.256,-0.37,0.79,-0.37
20608,2025-09-16T15:06:20.266,-0.37,0.79,-0.37
20609,2025-09-16T15:06:20.275,-0.37,0.79,-0.43
20610,2025-09-16T15:06:20.286,-0.31,0.79,-0.43
20611,2025-09-16T15:06:20.296,-0.43,0.79,-0.43
20612,2025-09-16T15:06:20.306,-0.43,0.79,-0.43
20613,2025-09-16T15:06:20.315,-0.31,0.79,-0.43
20614,2025-09-16T15:06:20.326,-0.24,0.79,-0.43
20615,2025-09-16T15:06:20.336,-0.31,0.73,-0.43
20616,2025-09-16T15:06:20.345,-0.24,0.79,-0.37
20617,2025-09-16T15:06:20.355,-0.24,0.79,-0.37
20618,2025-09-16T15:06:20.365,-0.24,0.79,-0.37
20619,2025-09-16T15:06:20.374,-0.31,0.79,-0.37
20620,2025-09-16T15:06:20.384,-0.31,0.79,-0.43
20621,2025-09-16T15:06:20.394,-0.37,0.79,-0.37
20622,2025-09-16T15:06:20.404,-0.43,0.79,-0.37
20623,2025-09-16T15:06:20.412,-0.43,0.73,-0.37
20624,2025-09-16T15:06:20.423,-0.43,0.73,-0.37
20625,2025-09-16T15:06:20.433,-0.43,0.79,-0.43
20626,2025-09-16T15:06:20.442,-0.24,0.79,-0.43
20627,2025-09-16T15:06:20.452,-0.31,0.79,-0.37
20628,2025-09-16T15:06:20.462,-0.24,0.85,-0.43
20629,2025-09-16T15:06:20.472,-0.31,0.85,-0.37
20630,2025-09-16T15:06:20.482,-0.37,0.85,-0.43
20631,2025-09-16T15:06:20.491,-0.55,0.85,-0.43
20632,2025-09-16T15:06:20.501,-0.49,0.85,-0.43
20633,2025-09-16T15:06:20.511,-0.37,0.85,-0.43
20634,2025-09-16T15:06:20.521,-0.24,0.85,-0.43
20635,2025-09-16T15:06:20.531,-0.24,0.85,-0.37
20636,2025-09-16T15:06:20.541,-0.18,0.79,-0.37
20637,2025-09-16T15:06:20.550,-0.18,0.73,-0.37
20638,2025-09-16T15:06:20.560,-0.24,0.73,-0.37
20639,2025-09-16T15:06:20.570,-0.43,0.73,-0.37
20640,2025-09-16T15:06:20.580,-0.43,0.79,-0.43
20641,2025-09-16T15:06:20.589,-0.55,0.73,-0.37
20642,2025-09-16T15:06:20.599,-0.55,0.79,-0.43
20643,2025-09-16T15:06:20.609,-0.49,0.79,-0.37
20644,2025-09-16T15:06:20.619,-0.31,0.79,-0.37
20645,2025-09-16T15:06:20.628,-0.18,0.79,-0.37
20646,2025-09-16T15:06:20.638,-0.18,0.79,-0.37
20647,2025-09-16T15:06:20.648,-0.18,0.85,-0.43
20648,2025-09-16T15:06:20.658,-0.24,0.79,-0.43
20649,2025-09-16T15:06:20.668,-0.37,0.79,-0.43
20650,2025-09-16T15:06:20.678,-0.49,0.79,-0.49
20651,2025-09-16T15:06:20.687,-0.43,0.79,-0.49
20652,2025-09-16T15:06:20.697,-0.49,0.79,-0.43
20653,2025-09-16T15:06:20.706,-0.49,0.79,-0.43
