sample,timestamp,gyro_x,gyro_y,gyro_z
41000,2025-09-16T15:09:39.913,-0.18,0.79,-0.37
41001,2025-09-16T15:09:39.922,-0.12,0.79,-0.37
41002,2025-09-16T15:09:39.932,-0.12,0.79,-0.37
41003,2025-09-16T15:09:39.941,-0.12,0.79,-0.37
41004,2025-09-16T15:09:39.952,-0.12,0.79,-0.37
41005,2025-09-16T15:09:39.961,-0.12,0.79,-0.37
41006,2025-09-16T15:09:39.971,-0.24,0.85,-0.37
41007,2025-09-16T15:09:39.980,-0.31,0.85,-0.43
41008,2025-09-16T15:09:39.990,-0.37,0.85,-0.37
41009,2025-09-16T15:09:40.000,-0.43,0.85,-0.43
41010,2025-09-16T15:09:40.010,-0.49,0.79,-0.43
41011,2025-09-16T15:09:40.019,-0.55,0.85,-0.43
41012,2025-09-16T15:09:40.029,-0.55,0.79,-0.37
41013,2025-09-16T15:09:40.039,-0.55,0.79,-0.37
41014,2025-09-16T15:09:40.049,-0.55,0.79,-0.37
41015,2025-09-16T15:09:40.059,-0.49,0.79,-0.37
41016,2025-09-16T15:09:40.069,-0.43,0.79,-0.37
41017,2025-09-16T15:09:40.079,-0.37,0.79,-0.43
41018,2025-09-16T15:09:40.088,-0.31,0.79,-0.37
41019,2025-09-16T15:09:40.098,-0.24,0.79,-0.31
41020,2025-09-16T15:09:40.108,-0.24,0.85,-0.37
41021,2025-09-16T15:09:40.118,-0.12,0.85,-0.37
41022,2025-09-16T15:09:40.127,-0.12,0.85,-0.37
41023,2025-09-16T15:09:40.137,-0.12,0.85,-0.37
41024,2025-09-16T15:09:40.147,-0.12,0.85,-0.37
41025,2025-09-16T15:09:40.156,-0.18,0.79,-0.37
41026,2025-09-16T15:09:40.166,-0.31,0.79,-0.37
41027,2025-09-16T15:09:40.176,-0.37,0.79,-0.43
41028,2025-09-16T15:09:40.186,-0.49,0.79,-0.43
41029,2025-09-16T15:09:40.196,-0.55,0.79,-0.37
41030,2025-09-16T15:09:40.205,-0.67,0.79,-0.43
41031,2025-09-16T15:09:40.215,-0.67,0.79,-0.37
41032,2025-09-16T15:09:40.225,-0.67,0.79,-0.37
41033,2025-09-16T15:09:40.235,-0.61,0.79,-0.37
41034,2025-09-16T15:09:40.244,-0.55,0.85,-0.37
41035,2025-09-16T15:09:40.254,-0.43,0.85,-0.37
41036,2025-09-16T15:09:40.265,-0.24,0.79,-0.37
41037,2025-09-16T15:09:40.275,-0.12,0.79,-0.37
41038,2025-09-16T15:09:40.285,-0.06,0.85,-0.37
41039,2025-09-16T15:09:40.295,0.0,0.79,-0.37
41040,2025-09-16T15:09:40.304,0.06,0.79,-0.37
41041,2025-09-16T15:09:40.314,0.06,0.85,-0.43
41042,2025-09-16T15:09:40.324,-0.06,0.85,-0.37
41043,2025-09-16T15:09:40.333,-0.18,0.85,-0.37
41044,2025-09-16T15:09:40.343,-0.31,0.79,-0.37
41045,2025-09-16T15:09:40.353,-0.43,0.85,-0.37
41046,2025-09-16T15:09:40.363,-0.55,0.85,-0.37
41047,2025-09-16T15:09:40.373,-0.67,0.85,-0.37
41048,2025-09-16T15:09:40.382,-0.79,0.85,-0.37
41049,2025-09-16T15:09:40.392,-0.79,0.85,-0.37
41050,2025-09-16T15:09:40.401,-0.67,0.79,-0.37
41051,2025-09-16T15:09:40.411,-0.55,0.79,-0.43
41052,2025-09-16T15:09:40.422,-0.43,0.79,-0.37
41053,2025-09-16T15:09:40.431,-0.31,0.79,-0.43
41054,2025-09-16T15:09:40.441,-0.24,0.79,-0.37
41055,2025-09-16T15:09:40.450,0.0,0.79,-0.31
41056,2025-09-16T15:09:40.461,0.06,0.79,-0.37
41057,2025-09-16T15:09:40.470,0.12,0.79,-0.37
41058,2025-09-16T15:09:40.480,0.12,0.79,-0.37
41059,2025-09-16T15:09:40.490,-0.06,0.79,-0.37
41060,2025-09-16T15:09:40.500,-0.12,0.85,-0.37
41061,2025-09-16T15:09:40.510,-0.31,0.85,-0.37
41062,2025-09-16T15:09:40.520,-0.43,0.85,-0.37
41063,2025-09-16T15:09:40.529,-0.49,0.85,-0.37
41064,2025-09-16T15:09:40.539,-0.67,0.85,-0.37
41065,2025-09-16T15:09:40.549,-0.67,0.85,-0.37
41066,2025-09-16T15:09:40.559,-0.73,0.85,-0.37
41067,2025-09-16T15:09:40.568,-0.61,0.85,-0.43
41068,2025-09-16T15:09:40.578,-0.55,0.85,-0.37
41069,2025-09-16T15:09:40.588,-0.43,0.85,-0.37
41070,2025-09-16T15:09:40.598,-0.37,0.85,-0.37
41071,2025-09-16T15:09:40.608,-0.24,0.79,-0.37
41072,2025-09-16T15:09:40.618,-0.12,0.79,-0.37
41073,2025-09-16T15:09:40.627,-0.06,0.79,-0.37
41074,2025-09-16T15:09:40.637,-0.06,0.85,-0.43
41075,2025-09-16T15:09:40.647,-0.06,0.79,-0.43
41076,2025-09-16T15:09:40.656,-0.18,0.85,-0.37
41077,2025-09-16T15:09:40.666,-0.24,0.85,-0.37
41078,2025-09-16T15:09:40.679,-0.24,0.79,-0.37
41079,2025-09-16T15:09:40.685,-0.31,0.85,-0.37
41080,2025-09-16T15:09:40.695,-0.43,0.79,-0.37
41081,2025-09-16T15:09:40.705,-0.55,0.85,-0.43
41082,2025-09-16T15:09:40.715,-0.55,0.85,-0.37
41083,2025-09-16T15:09:40.725,-0.55,0.85,-0.37
41084,2025-09-16T15:09:40.735,-0.49,0.85,-0.43
41085,2025-09-16T15:09:40.745,-0.49,0.85,-0.37
41086,2025-09-16T15:09:40.754,-0.37,0.85,-0.37
41087,2025-09-16T15:09:40.764,-0.37,0.85,-0.43
41088,2025-09-16T15:09:40.774,-0.31,0.85,-0.43
41089,2025-09-16T15:09:40.784,-0.18,0.79,-0.37
41090,2025-09-16T15:09:40.793,-0.18,0.79,-0.37
41091,2025-09-16T15:09:40.803,-0.18,0.79,-0.43
41092,2025-09-16T15:09:40.813,-0.18,0.79,-0.43
41093,2025-09-16T15:09:40.823,-0.24,0.85,-0.37
41094,2025-09-16T15:09:40.832,-0.31,0.79,-0.37
41095,2025-09-16T15:09:40.842,-0.31,0.79,-0.37
41096,2025-09-16T15:09:40.852,-0.37,0.85,-0.31
41097,2025-09-16T15:09:40.861,-0.37,0.85,-0.37
41098,2025-09-16T15:09:40.871,-0.55,0.85,-0.37
41099,2025-09-16T15:09:40.881,-0.43,0.85,-0.37
41100,2025-09-16T15:09:40.891,-0.49,0.85,-0.31
41101,2025-09-16T15:09:40.901,-0.37,0.79,-0.43
41102,2025-09-16T15:09:40.911,-0.37,0.79,-0.37
41103,2025-09-16T15:09:40.921,-0.37,0.85,-0.43
41104,2025-09-16T15:09:40.930,-0.37,0.79,-0.43
41105,2025-09-16T15:09:40.940,-0.31,0.79,-0.37
41106,2025-09-16T15:09:40.950,-0.24,0.79,-0.43
41107,2025-09-16T15:09:40.959,-0.31,0.79,-0.31
