sample,timestamp,gyro_x,gyro_y,gyro_z
29000,2025-09-16T15:07:42.426,-0.24,0.79,-0.37
29001,2025-09-16T15:07:42.436,-0.24,0.79,-0.31
29002,2025-09-16T15:07:42.446,-0.18,0.79,-0.37
29003,2025-09-16T15:07:42.456,-0.31,0.79,-0.37
29004,2025-09-16T15:07:42.466,-0.49,0.85,-0.37
29005,2025-09-16T15:07:42.476,-0.43,0.85,-0.37
29006,2025-09-16T15:07:42.485,-0.49,0.85,-0.43
29007,2025-09-16T15:07:42.496,-0.43,0.85,-0.37
29008,2025-09-16T15:07:42.505,-0.43,0.85,-0.37
29009,2025-09-16T15:07:42.515,-0.18,0.79,-0.37
29010,2025-09-16T15:07:42.525,-0.12,0.85,-0.37
29011,2025-09-16T15:07:42.535,-0.12,0.79,-0.43
29012,2025-09-16T15:07:42.544,-0.18,0.79,-0.43
29013,2025-09-16T15:07:42.554,-0.31,0.79,-0.43
29014,2025-09-16T15:07:42.564,-0.55,0.79,-0.43
29015,2025-09-16T15:07:42.574,-0.55,0.85,-0.43
29016,2025-09-16T15:07:42.584,-0.55,0.85,-0.43
29017,2025-09-16T15:07:42.593,-0.61,0.85,-0.49
29018,2025-09-16T15:07:42.603,-0.31,0.85,-0.43
29019,2025-09-16T15:07:42.613,-0.18,0.85,-0.43
29020,2025-09-16T15:07:42.622,-0.24,0.79,-0.43
29021,2025-09-16T15:07:42.632,-0.24,0.79,-0.43
29022,2025-09-16T15:07:42.642,-0.31,0.79,-0.43
29023,2025-09-16T15:07:42.652,-0.55,0.79,-0.37
29024,2025-09-16T15:07:42.661,-0.61,0.79,-0.43
29025,2025-09-16T15:07:42.671,-0.49,0.73,-0.37
29026,2025-09-16T15:07:42.682,-0.31,0.73,-0.31
29027,2025-09-16T15:07:42.691,-0.18,0.73,-0.24
29028,2025-09-16T15:07:42.701,0.0,0.67,-0.24
29029,2025-09-16T15:07:42.711,0.06,0.67,-0.12
29030,2025-09-16T15:07:42.721,0.0,0.67,-0.12
29031,2025-09-16T15:07:42.731,-0.18,0.73,-0.12
29032,2025-09-16T15:07:42.740,-0.31,0.73,-0.18
29033,2025-09-16T15:07:42.750,-0.43,0.79,-0.18
29034,2025-09-16T15:07:42.760,-0.55,0.79,-0.24
29035,2025-09-16T15:07:42.770,-0.55,0.79,-0.24
29036,2025-09-16T15:07:42.780,-0.37,0.79,-0.31
29037,2025-09-16T15:07:42.789,-0.18,0.73,-0.31
29038,2025-09-16T15:07:42.798,-0.12,0.79,-0.37
29039,2025-09-16T15:07:42.808,-0.06,0.73,-0.37
29040,2025-09-16T15:07:42.818,-0.24,0.73,-0.43
29041,2025-09-16T15:07:42.828,-0.37,0.79,-0.49
29042,2025-09-16T15:07:42.838,-0.49,0.79,-0.49
29043,2025-09-16T15:07:42.848,-0.61,0.79,-0.49
29044,2025-09-16T15:07:42.858,-0.55,0.85,-0.49
29045,2025-09-16T15:07:42.868,-0.37,0.85,-0.43
29046,2025-09-16T15:07:42.877,-0.24,0.85,-0.37
29047,2025-09-16T15:07:42.887,-0.18,0.79,-0.37
29048,2025-09-16T15:07:42.897,-0.18,0.85,-0.37
29049,2025-09-16T15:07:42.906,-0.12,0.79,-0.37
29050,2025-09-16T15:07:42.916,-0.31,0.79,-0.31
29051,2025-09-16T15:07:42.926,-0.43,0.79,-0.31
29052,2025-09-16T15:07:42.936,-0.49,0.79,-0.37
29053,2025-09-16T15:07:42.946,-0.43,0.79,-0.37
29054,2025-09-16T15:07:42.956,-0.37,0.79,-0.37
29055,2025-09-16T15:07:42.965,-0.31,0.79,-0.37
29056,2025-09-16T15:07:42.975,-0.37,0.79,-0.37
29057,2025-09-16T15:07:42.986,-0.18,0.79,-0.37
29058,2025-09-16T15:07:42.995,-0.24,0.79,-0.37
29059,2025-09-16T15:07:43.005,-0.37,0.79,-0.37
29060,2025-09-16T15:07:43.015,-0.37,0.79,-0.37
29061,2025-09-16T15:07:43.024,-0.31,0.79,-0.37
29062,2025-09-16T15:07:43.034,-0.37,0.79,-0.37
29063,2025-09-16T15:07:43.044,-0.31,0.79,-0.37
29064,2025-09-16T15:07:43.054,-0.31,0.79,-0.37
29065,2025-09-16T15:07:43.064,-0.24,0.79,-0.37
29066,2025-09-16T15:07:43.073,-0.24,0.79,-0.37
29067,2025-09-16T15:07:43.083,-0.24,0.79,-0.31
29068,2025-09-16T15:07:43.093,-0.37,0.79,-0.37
29069,2025-09-16T15:07:43.102,-0.43,0.79,-0.43
29070,2025-09-16T15:07:43.112,-0.49,0.79,-0.43
29071,2025-09-16T15:07:43.122,-0.49,0.79,-0.43
29072,2025-09-16T15:07:43.132,-0.49,0.79,-0.43
29073,2025-09-16T15:07:43.142,-0.37,0.79,-0.43
29074,2025-09-16T15:07:43.151,-0.31,0.79,-0.43
29075,2025-09-16T15:07:43.161,-0.31,0.79,-0.43
29076,2025-09-16T15:07:43.171,-0.24,0.73,-0.43
29077,2025-09-16T15:07:43.181,-0.31,0.79,-0.43
29078,2025-09-16T15:07:43.191,-0.37,0.85,-0.43
29079,2025-09-16T15:07:43.200,-0.37,0.79,-0.43
29080,2025-09-16T15:07:43.210,-0.37,0.85,-0.37
29081,2025-09-16T15:07:43.220,-0.31,0.79,-0.37
29082,2025-09-16T15:07:43.229,-0.24,0.79,-0.43
