sample,timestamp,gyro_x,gyro_y,gyro_z
40500,2025-09-16T15:09:35.017,-0.55,0.79,-0.49
40501,2025-09-16T15:09:35.026,-0.49,0.85,-0.43
40502,2025-09-16T15:09:35.036,-0.55,0.85,-0.37
40503,2025-09-16T15:09:35.046,-0.49,0.85,-0.37
40504,2025-09-16T15:09:35.056,-0.43,0.85,-0.37
40505,2025-09-16T15:09:35.066,-0.37,0.85,-0.37
40506,2025-09-16T15:09:35.076,-0.24,0.79,-0.37
40507,2025-09-16T15:09:35.085,-0.31,0.73,-0.43
40508,2025-09-16T15:09:35.095,-0.24,0.67,-0.37
40509,2025-09-16T15:09:35.105,-0.24,0.73,-0.43
40510,2025-09-16T15:09:35.115,-0.24,0.73,-0.37
40511,2025-09-16T15:09:35.125,-0.24,0.79,-0.49
40512,2025-09-16T15:09:35.134,-0.37,0.79,-0.43
40513,2025-09-16T15:09:35.144,-0.31,0.92,-0.37
40514,2025-09-16T15:09:35.154,-0.49,0.85,-0.31
40515,2025-09-16T15:09:35.164,-0.43,0.92,-0.43
40516,2025-09-16T15:09:35.173,-0.55,0.85,-0.49
40517,2025-09-16T15:09:35.183,-0.55,0.85,-0.24
40518,2025-09-16T15:09:35.193,-0.61,0.92,-0.43
40519,2025-09-16T15:09:35.203,-0.49,0.79,-0.43
40520,2025-09-16T15:09:35.212,-0.37,0.79,-0.31
40521,2025-09-16T15:09:35.222,-0.37,0.79,-0.43
40522,2025-09-16T15:09:35.232,-0.31,0.79,-0.37
40523,2025-09-16T15:09:35.241,-0.24,0.79,-0.37
40524,2025-09-16T15:09:35.252,-0.12,0.79,-0.37
40525,2025-09-16T15:09:35.261,-0.24,0.73,-0.43
40526,2025-09-16T15:09:35.271,-0.37,0.73,-0.43
40527,2025-09-16T15:09:35.281,-0.43,0.73,-0.43
40528,2025-09-16T15:09:35.291,-0.37,0.79,-0.43
40529,2025-09-16T15:09:35.301,-0.43,0.85,-0.43
40530,2025-09-16T15:09:35.310,-0.49,0.92,-0.43
40531,2025-09-16T15:09:35.320,-0.43,0.85,-0.37
40532,2025-09-16T15:09:35.330,-0.49,0.85,-0.31
40533,2025-09-16T15:09:35.340,-0.37,0.92,-0.43
40534,2025-09-16T15:09:35.349,-0.24,0.85,-0.31
40535,2025-09-16T15:09:35.359,-0.24,0.79,-0.12
40536,2025-09-16T15:09:35.369,-0.18,0.85,-0.43
40537,2025-09-16T15:09:35.379,-0.24,0.73,-0.43
40538,2025-09-16T15:09:35.389,-0.12,0.67,-0.18
40539,2025-09-16T15:09:35.398,-0.37,0.73,-0.55
40540,2025-09-16T15:09:35.409,-0.37,0.79,-0.43
40541,2025-09-16T15:09:35.418,-0.37,0.79,-0.31
40542,2025-09-16T15:09:35.428,-0.49,0.85,-0.43
40543,2025-09-16T15:09:35.438,-0.43,0.92,-0.31
40544,2025-09-16T15:09:35.448,-0.55,0.92,-0.37
40545,2025-09-16T15:09:35.457,-0.49,0.92,-0.37
40546,2025-09-16T15:09:35.467,-0.67,0.85,-0.37
40547,2025-09-16T15:09:35.477,-0.49,0.79,-0.37
40548,2025-09-16T15:09:35.487,-0.37,0.73,-0.37
40549,2025-09-16T15:09:35.497,-0.24,0.67,-0.37
40550,2025-09-16T15:09:35.507,-0.18,0.73,-0.37
40551,2025-09-16T15:09:35.516,-0.12,0.79,-0.37
40552,2025-09-16T15:09:35.526,0.06,0.85,-0.31
40553,2025-09-16T15:09:35.536,0.06,0.85,-0.37
40554,2025-09-16T15:09:35.546,0.12,0.92,-0.37
40555,2025-09-16T15:09:35.555,0.06,0.92,-0.31
