sample,timestamp,gyro_x,gyro_y,gyro_z
1500,2025-09-16T15:03:13.200,0.37,-0.12,0.0
1501,2025-09-16T15:03:13.209,0.24,-0.24,0.0
1502,2025-09-16T15:03:13.219,0.12,-0.37,-0.06
1503,2025-09-16T15:03:13.229,0.0,-0.37,-0.12
1504,2025-09-16T15:03:13.239,-0.12,-0.31,-0.06
1505,2025-09-16T15:03:13.249,-0.12,-0.18,-0.06
1506,2025-09-16T15:03:13.258,-0.18,0.0,-0.06
1507,2025-09-16T15:03:13.269,-0.24,0.18,0.0
1508,2025-09-16T15:03:13.278,-0.18,0.31,0.0
1509,2025-09-16T15:03:13.288,-0.18,0.43,0.06
1510,2025-09-16T15:03:13.298,-0.18,0.49,0.06
1511,2025-09-16T15:03:13.308,-0.18,0.49,0.06
1512,2025-09-16T15:03:13.317,-0.18,0.43,0.12
1513,2025-09-16T15:03:13.327,-0.18,0.37,0.12
1514,2025-09-16T15:03:13.337,-0.12,0.31,0.12
1515,2025-09-16T15:03:13.347,-0.12,0.18,0.12
1516,2025-09-16T15:03:13.356,-0.12,0.06,0.18
1517,2025-09-16T15:03:13.366,-0.12,0.0,0.24
1518,2025-09-16T15:03:13.376,-0.12,0.0,0.24
1519,2025-09-16T15:03:13.386,-0.18,0.0,0.31
1520,2025-09-16T15:03:13.396,-0.12,0.06,0.31
1521,2025-09-16T15:03:13.405,-0.12,0.06,0.31
1522,2025-09-16T15:03:13.416,-0.12,0.12,0.31
1523,2025-09-16T15:03:13.425,-0.24,0.18,0.18
1524,2025-09-16T15:03:13.435,-0.31,0.31,0.12
1525,2025-09-16T15:03:13.444,-0.31,0.37,0.06
1526,2025-09-16T15:03:13.454,-0.43,0.49,0.0
1527,2025-09-16T15:03:13.464,-0.43,0.55,-0.12
1528,2025-09-16T15:03:13.474,-0.49,0.61,-0.12
1529,2025-09-16T15:03:13.484,-0.55,0.67,-0.24
1530,2025-09-16T15:03:13.493,-0.61,0.73,-0.31
1531,2025-09-16T15:03:13.503,-0.61,0.79,-0.31
1532,2025-09-16T15:03:13.513,-0.61,0.79,-0.24
1533,2025-09-16T15:03:13.523,-0.61,0.79,-0.24
1534,2025-09-16T15:03:13.533,-0.61,0.73,-0.18
1535,2025-09-16T15:03:13.542,-0.55,0.73,-0.12
1536,2025-09-16T15:03:13.552,-0.49,0.73,-0.06
1537,2025-09-16T15:03:13.562,-0.43,0.73,0.0
1538,2025-09-16T15:03:13.572,-0.37,0.73,0.0
1539,2025-09-16T15:03:13.582,-0.31,0.73,0.0
1540,2025-09-16T15:03:13.592,-0.24,0.67,-0.06
1541,2025-09-16T15:03:13.601,-0.18,0.73,-0.12
1542,2025-09-16T15:03:13.611,-0.12,0.73,-0.18
1543,2025-09-16T15:03:13.621,-0.12,0.79,-0.31
1544,2025-09-16T15:03:13.631,-0.12,0.79,-0.43
1545,2025-09-16T15:03:13.641,-0.18,0.92,-0.49
1546,2025-09-16T15:03:13.651,-0.24,1.04,-0.55
1547,2025-09-16T15:03:13.660,-0.24,0.98,-0.49
1548,2025-09-16T15:03:13.670,-0.37,1.04,-0.55
1549,2025-09-16T15:03:13.679,-0.24,1.1,-0.55
1550,2025-09-16T15:03:13.689,-0.61,1.1,-0.55
1551,2025-09-16T15:03:13.699,-0.37,1.16,-0.55
1552,2025-09-16T15:03:13.709,-0.49,1.1,-0.49
1553,2025-09-16T15:03:13.719,-0.37,1.16,-0.43
1554,2025-09-16T15:03:13.729,-0.37,1.16,-0.37
1555,2025-09-16T15:03:13.738,-0.31,1.16,-0.37
1556,2025-09-16T15:03:13.748,-0.24,1.16,-0.43
1557,2025-09-16T15:03:13.758,-0.18,1.1,-0.49
1558,2025-09-16T15:03:13.768,-0.06,1.1,-0.49
1559,2025-09-16T15:03:13.777,-0.06,1.1,-0.49
1560,2025-09-16T15:03:13.787,0.0,1.1,-0.55
1561,2025-09-16T15:03:13.797,0.06,1.04,-0.55
1562,2025-09-16T15:03:13.806,0.06,1.04,-0.55
1563,2025-09-16T15:03:13.816,0.12,1.04,-0.55
1564,2025-09-16T15:03:13.826,0.18,1.1,-0.49
1565,2025-09-16T15:03:13.836,0.24,1.1,-0.55
1566,2025-09-16T15:03:13.845,0.18,1.1,-0.61
1567,2025-09-16T15:03:13.855,0.18,1.04,-0.61
1568,2025-09-16T15:03:13.865,0.18,1.04,-0.67
1569,2025-09-16T15:03:13.876,0.18,1.04,-0.67
1570,2025-09-16T15:03:13.885,0.0,1.04,-0.67
1571,2025-09-16T15:03:13.895,0.0,0.98,-0.61
1572,2025-09-16T15:03:13.905,-0.06,1.1,-0.73
1573,2025-09-16T15:03:13.915,-0.31,1.04,-0.79
1574,2025-09-16T15:03:13.925,-0.49,0.98,-0.79
1575,2025-09-16T15:03:13.934,-0.31,0.98,-0.67
1576,2025-09-16T15:03:13.944,-0.37,0.98,-0.67
1577,2025-09-16T15:03:13.954,-0.37,0.98,-0.55
1578,2025-09-16T15:03:13.963,-0.31,0.98,-0.49
1579,2025-09-16T15:03:13.973,-0.06,1.04,-0.37
1580,2025-09-16T15:03:13.983,0.18,1.04,-0.24
1581,2025-09-16T15:03:13.993,0.43,1.04,-0.12
1582,2025-09-16T15:03:14.002,0.61,1.04,-0.24
1583,2025-09-16T15:03:14.013,0.85,0.98,-0.24
1584,2025-09-16T15:03:14.022,0.79,0.85,-0.31
1585,2025-09-16T15:03:14.032,0.73,0.79,-0.37
1586,2025-09-16T15:03:14.041,0.61,0.61,-0.43
1587,2025-09-16T15:03:14.051,0.43,0.43,-0.43
1588,2025-09-16T15:03:14.062,0.24,0.24,-0.37
1589,2025-09-16T15:03:14.071,0.0,0.18,-0.37
1590,2025-09-16T15:03:14.081,-0.24,0.18,-0.37
1591,2025-09-16T15:03:14.091,-0.43,0.24,-0.24
1592,2025-09-16T15:03:14.101,-0.49,0.37,-0.24
1593,2025-09-16T15:03:14.110,-0.49,0.61,-0.24
1594,2025-09-16T15:03:14.120,-0.61,0.73,-0.24
1595,2025-09-16T15:03:14.130,-0.43,0.92,-0.37
1596,2025-09-16T15:03:14.140,-0.49,1.04,-0.49
1597,2025-09-16T15:03:14.150,-0.31,1.1,-0.55
1598,2025-09-16T15:03:14.159,-0.24,1.04,-0.61
1599,2025-09-16T15:03:14.170,-0.12,0.98,-0.49
1600,2025-09-16T15:03:14.180,0.0,0.85,-0.37
