sample,timestamp,gyro_x,gyro_y,gyro_z
3500,2025-09-16T15:03:32.779,-0.49,0.79,-0.37
3501,2025-09-16T15:03:32.789,-0.31,0.73,-0.37
3502,2025-09-16T15:03:32.799,-0.43,1.04,-0.43
3503,2025-09-16T15:03:32.808,-0.49,1.59,-0.55
3504,2025-09-16T15:03:32.818,0.24,0.92,-0.85
3505,2025-09-16T15:03:32.828,-0.24,0.85,-0.55
3506,2025-09-16T15:03:32.838,-0.24,0.85,-0.49
3507,2025-09-16T15:03:32.847,-0.24,0.98,-0.55
3508,2025-09-16T15:03:32.857,-3.78,-3.91,-0.92
3509,2025-09-16T15:03:32.866,2.08,5.68,3.23
3510,2025-09-16T15:03:32.877,-2.38,-2.14,-4.21
3511,2025-09-16T15:03:32.886,-9.58,0.67,-4.15
3512,2025-09-16T15:03:32.896,1.83,1.46,-2.14
3513,2025-09-16T15:03:32.906,-3.05,1.53,0.24
3514,2025-09-16T15:03:32.916,-0.49,1.71,-1.04
3515,2025-09-16T15:03:32.926,0.18,1.71,-1.65
3516,2025-09-16T15:03:32.935,0.85,0.43,-1.04
3517,2025-09-16T15:03:32.946,-1.65,0.24,0.85
3518,2025-09-16T15:03:32.955,-0.98,0.43,0.31
3519,2025-09-16T15:03:32.970,-0.61,0.79,-0.06
3520,2025-09-16T15:03:32.975,-0.12,0.61,-0.37
3521,2025-09-16T15:03:32.984,-0.55,0.92,-0.18
3522,2025-09-16T15:03:32.994,-0.37,0.85,-0.55
3523,2025-09-16T15:03:33.004,-0.37,1.1,-0.49
3524,2025-09-16T15:03:33.014,-0.12,0.98,-0.79
3525,2025-09-16T15:03:33.023,-0.31,0.79,-0.55
3526,2025-09-16T15:03:33.033,-0.31,0.67,-0.55
3527,2025-09-16T15:03:33.043,-0.49,0.79,-0.37
3528,2025-09-16T15:03:33.052,-0.43,0.73,-0.43
3529,2025-09-16T15:03:33.063,-0.61,0.85,-0.37
3530,2025-09-16T15:03:33.073,-0.43,0.61,-0.37
3531,2025-09-16T15:03:33.083,-0.43,0.61,-0.24
3532,2025-09-16T15:03:33.092,-0.31,0.37,-0.31
3533,2025-09-16T15:03:33.102,-0.67,2.26,-0.67
3534,2025-09-16T15:03:33.111,0.98,2.01,-2.44
3535,2025-09-16T15:03:33.121,-2.2,1.65,-3.91
3536,2025-09-16T15:03:33.131,-3.36,1.59,-3.91
3537,2025-09-16T15:03:33.141,-2.14,0.73,-2.26
3538,2025-09-16T15:03:33.150,-0.85,0.55,-0.37
3539,2025-09-16T15:03:33.160,-0.49,0.43,-0.18
3540,2025-09-16T15:03:33.171,-0.67,0.79,-0.31
3541,2025-09-16T15:03:33.180,-0.43,0.73,-0.43
3542,2025-09-16T15:03:33.190,-0.85,1.34,-0.55
3543,2025-09-16T15:03:33.201,-0.24,0.79,-0.49
3544,2025-09-16T15:03:33.209,-0.49,1.04,-0.61
3545,2025-09-16T15:03:33.219,-0.24,0.85,-0.37
3546,2025-09-16T15:03:33.229,-0.98,-0.61,-0.31
3547,2025-09-16T15:03:33.239,-3.66,1.34,1.22
3548,2025-09-16T15:03:33.249,0.73,0.61,-1.16
3549,2025-09-16T15:03:33.258,0.18,0.67,-0.61
3550,2025-09-16T15:03:33.269,-0.67,0.55,-0.49
3551,2025-09-16T15:03:33.280,-0.67,0.37,-0.18
3552,2025-09-16T15:03:33.288,-0.67,0.61,-0.49
3553,2025-09-16T15:03:33.298,-0.67,0.31,0.0
3554,2025-09-16T15:03:33.307,-0.73,0.43,-0.12
3555,2025-09-16T15:03:33.318,-0.73,0.49,0.12
3556,2025-09-16T15:03:33.327,-0.61,0.67,-0.24
3557,2025-09-16T15:03:33.337,-0.79,1.4,-0.49
3558,2025-09-16T15:03:33.347,-0.18,0.85,-0.79
3559,2025-09-16T15:03:33.357,-0.24,0.49,-0.43
3560,2025-09-16T15:03:33.367,-0.55,0.98,-0.55
3561,2025-09-16T15:03:33.376,-0.43,1.1,-0.67
3562,2025-09-16T15:03:33.386,-0.43,1.4,-0.73
3563,2025-09-16T15:03:33.397,-0.37,2.14,-1.1
3564,2025-09-16T15:03:33.406,-1.16,3.3,-3.3
3565,2025-09-16T15:03:33.416,-9.09,2.69,-8.3
3566,2025-09-16T15:03:33.426,-17.88,1.1,-10.01
3567,2025-09-16T15:03:33.436,-8.42,0.92,-5.31
3568,2025-09-16T15:03:33.445,-2.62,0.31,-0.85
3569,2025-09-16T15:03:33.455,-1.71,0.31,1.04
3570,2025-09-16T15:03:33.465,-1.65,0.67,0.24
3571,2025-09-16T15:03:33.474,-0.31,0.79,-0.43
3572,2025-09-16T15:03:33.484,-0.37,0.67,-0.43
3573,2025-09-16T15:03:33.493,-0.37,0.67,-0.37
3574,2025-09-16T15:03:33.503,-0.37,0.61,-0.37
3575,2025-09-16T15:03:33.513,-0.24,0.55,-0.31
3576,2025-09-16T15:03:33.523,-0.37,0.73,-0.37
3577,2025-09-16T15:03:33.533,-0.37,0.67,-0.37
3578,2025-09-16T15:03:33.543,-0.43,0.92,-0.37
