sample,timestamp,gyro_x,gyro_y,gyro_z
35500,2025-09-16T15:08:46.065,184.57,113.77,5.86
35501,2025-09-16T15:08:46.074,26.49,131.23,-28.38
35502,2025-09-16T15:08:46.084,-223.82,142.64,-67.99
35503,2025-09-16T15:08:46.094,-294.25,149.17,-77.09
35504,2025-09-16T15:08:46.104,-154.3,137.82,19.04
35505,2025-09-16T15:08:46.114,124.15,97.9,44.31
35506,2025-09-16T15:08:46.123,-115.3,-55.05,17.03
35507,2025-09-16T15:08:46.133,43.7,-94.24,19.65
35508,2025-09-16T15:08:46.142,-12.45,-186.52,-11.35
35509,2025-09-16T15:08:46.152,-71.84,-251.46,-37.29
35510,2025-09-16T15:08:46.162,-12.02,-197.14,-24.29
35511,2025-09-16T15:08:46.172,-9.34,-128.85,-16.17
35512,2025-09-16T15:08:46.182,-19.41,-52.12,-8.24
35513,2025-09-16T15:08:46.191,-9.77,10.31,2.01
35514,2025-09-16T15:08:46.202,10.8,43.95,12.02
35515,2025-09-16T15:08:46.211,54.5,63.42,24.17
35516,2025-09-16T15:08:46.221,-219.67,109.01,-4.7
35517,2025-09-16T15:08:46.231,-40.53,153.81,29.48
35518,2025-09-16T15:08:46.241,1.59,151.98,30.09
35519,2025-09-16T15:08:46.248,-72.75,137.27,8.73
35520,2025-09-16T15:08:46.259,-113.4,93.93,-36.07
35521,2025-09-16T15:08:46.270,-140.5,50.42,-92.47
35522,2025-09-16T15:08:46.280,-141.72,46.33,-132.14
35523,2025-09-16T15:08:46.290,-114.93,68.73,-149.6
35524,2025-09-16T15:08:46.299,-59.33,92.96,-156.68
35525,2025-09-16T15:08:46.309,-15.99,96.92,-185.0
35526,2025-09-16T15:08:46.319,17.64,87.22,-221.86
35527,2025-09-16T15:08:46.329,54.38,72.39,-248.78
35528,2025-09-16T15:08:46.339,64.09,62.32,-270.02
35529,2025-09-16T15:08:46.349,51.15,55.48,-286.01
35530,2025-09-16T15:08:46.359,45.35,52.73,-302.25
35531,2025-09-16T15:08:46.369,99.18,78.67,-342.35
35532,2025-09-16T15:08:46.378,161.5,121.34,-371.4
35533,2025-09-16T15:08:46.388,313.66,122.5,-298.58
